fg_id,part_id,qty_per,bom_level,part_primary_vendor_id
FG-02516,P-001996,8,1,V-02315
FG-02516,P-008940,1,1,V-01200
FG-02516,P-005087,3,1,V-03978
FG-02516,P-001999,8,1,V-00307
FG-02516,P-004818,6,1,V-03305
FG-02517,P-005289,10,1,V-00300
FG-02517,P-004607,2,1,V-02378
FG-02517,P-004904,9,1,V-00519
FG-02517,P-010934,5,1,V-02592
FG-02517,P-011438,12,1,V-00308
FG-02517,P-004376,8,1,V-00779
FG-02517,P-010875,7,1,V-02011
FG-02518,P-004081,3,1,V-00946
FG-02518,P-004209,4,1,V-00379
FG-02518,P-010360,1,1,V-00179
FG-02518,P-001380,4,1,V-00957
FG-02518,P-009624,7,1,V-00773
FG-02518,P-006178,5,1,V-00428
FG-02519,P-000295,6,1,V-00965
FG-02519,P-001613,11,1,V-00856
FG-02519,P-001501,4,1,V-03859
FG-02519,P-002075,11,1,V-00863
FG-02519,P-000451,8,1,V-03078
FG-02519,P-011835,3,1,V-00077
FG-02519,P-001100,12,1,V-00226
FG-02520,P-005725,1,1,V-01558
FG-02520,P-007853,1,1,V-01094
FG-02520,P-009536,2,1,V-03618
FG-02520,P-010246,1,1,V-00076
FG-02520,P-011349,9,1,V-01368
FG-02520,P-007101,4,1,V-03235
FG-02521,P-006583,6,1,V-00054
FG-02521,P-010365,3,1,V-00311
FG-02521,P-000193,9,1,V-01349
FG-02521,P-001070,8,1,V-00218
FG-02522,P-009588,10,1,V-03832
FG-02522,P-000104,9,1,V-03421
FG-02522,P-002928,11,1,V-00710
FG-02522,P-004453,4,1,V-01994
FG-02522,P-005063,2,1,V-00558
FG-02522,P-003870,8,1,V-00816
FG-02522,P-005108,11,1,V-00071
FG-02523,P-001787,1,1,V-01016
FG-02523,P-006620,3,1,V-00469
FG-02523,P-007345,9,1,V-02012
FG-02523,P-009057,8,1,V-00270
FG-02524,P-001471,10,1,V-04295
FG-02524,P-008668,10,1,V-00154
FG-02524,P-003900,10,1,V-00788
FG-02524,P-009912,4,1,V-00658
FG-02524,P-010127,3,1,V-00655
FG-02525,P-005924,5,1,V-00766
FG-02525,P-004436,6,1,V-00516
FG-02525,P-001479,6,1,V-00156
FG-02525,P-003150,7,1,V-01190
FG-02525,P-000300,11,1,V-00716
FG-02526,P-000341,1,1,V-00016
FG-02526,P-001008,10,1,V-01041
FG-02526,P-010541,5,1,V-00352
FG-02526,P-004020,8,1,V-00359
FG-02527,P-008020,4,1,V-00414
FG-02527,P-001307,2,1,V-03389
FG-02527,P-002400,9,1,V-04260
FG-02528,P-006366,9,1,V-00108
FG-02528,P-007724,8,1,V-00074
FG-02528,P-005176,10,1,V-00395
FG-02528,P-006764,1,1,V-00847
FG-02528,P-000517,7,1,V-00360
FG-02528,P-003510,1,1,V-00335
FG-02528,P-009336,1,1,V-00823
FG-02529,P-011882,6,1,V-01055
FG-02529,P-004027,9,1,V-02792
FG-02529,P-000858,11,1,V-00454
FG-02529,P-006168,4,1,V-00981
FG-02530,P-008567,3,1,V-01100
FG-02530,P-010345,12,1,V-01063
FG-02530,P-005240,9,1,V-01779
FG-02530,P-008745,4,1,V-00722
FG-02530,P-003394,7,1,V-00963
FG-02530,P-011549,12,1,V-00619
FG-02531,P-011754,3,1,V-00379
FG-02531,P-002467,6,1,V-01899
FG-02531,P-010770,1,1,V-00139
FG-02532,P-008868,3,1,V-02928
FG-02532,P-005320,9,1,V-00355
FG-02532,P-007468,8,1,V-00443
FG-02533,P-003604,11,1,V-02186
FG-02533,P-010359,2,1,V-00830
FG-02533,P-002624,11,1,V-00521
FG-02534,P-010928,5,1,V-01048
FG-02534,P-008079,5,1,V-00460
FG-02534,P-004530,5,1,V-00172
FG-02535,P-011001,2,1,V-00038
FG-02535,P-007451,11,1,V-00327
FG-02535,P-008074,8,1,V-00171
FG-02536,P-002811,12,1,V-00025
FG-02536,P-000067,7,1,V-01093
FG-02536,P-005134,10,1,V-00847
FG-02536,P-003574,8,1,V-03407
FG-02536,P-011715,4,1,V-00107
FG-02536,P-004413,11,1,V-00939
FG-02536,P-003054,4,1,V-00360
FG-02537,P-007184,8,1,V-03256
FG-02537,P-003437,7,1,V-01059
FG-02537,P-005012,3,1,V-02589
FG-02538,P-001399,6,1,V-04004
FG-02538,P-003748,12,1,V-01163
FG-02538,P-001258,7,1,V-01168
FG-02538,P-007958,7,1,V-00358
FG-02538,P-009972,3,1,V-00094
FG-02538,P-007678,10,1,V-03614
FG-02538,P-007205,1,1,V-00159
FG-02539,P-006782,3,1,V-00390
FG-02539,P-000937,6,1,V-04139
FG-02539,P-007895,10,1,V-00930
FG-02540,P-011729,11,1,V-01178
FG-02540,P-009541,10,1,V-00856
FG-02540,P-001251,7,1,V-01592
FG-02540,P-009697,3,1,V-01043
FG-02540,P-006762,12,1,V-00994
FG-02540,P-008407,5,1,V-03880
FG-02541,P-007393,5,1,V-00799
FG-02541,P-000881,2,1,V-01563
FG-02541,P-006832,9,1,V-00295
FG-02541,P-005712,1,1,V-00699
FG-02541,P-011178,4,1,V-01069
FG-02541,P-005603,12,1,V-00988
FG-02541,P-011528,10,1,V-00709
FG-02542,P-004281,11,1,V-00138
FG-02542,P-005596,3,1,V-00915
FG-02542,P-009951,9,1,V-00253
FG-02542,P-011827,7,1,V-00191
FG-02542,P-003707,10,1,V-00889
FG-02542,P-000819,12,1,V-00193
FG-02543,P-003375,3,1,V-03594
FG-02543,P-000692,3,1,V-00691
FG-02543,P-009701,12,1,V-00232
FG-02543,P-002486,7,1,V-00669
FG-02543,P-007655,1,1,V-00902
FG-02544,P-007696,5,1,V-03435
FG-02544,P-006543,9,1,V-03786
FG-02544,P-008515,2,1,V-02380
FG-02544,P-002082,4,1,V-00934
FG-02545,P-011437,1,1,V-00849
FG-02545,P-003334,4,1,V-00338
FG-02545,P-003093,8,1,V-03330
FG-02545,P-003686,3,1,V-00742
FG-02545,P-004882,8,1,V-00976
FG-02546,P-011090,8,1,V-02320
FG-02546,P-000744,11,1,V-00556
FG-02546,P-011921,4,1,V-00854
FG-02546,P-006726,5,1,V-02750
FG-02546,P-001315,12,1,V-00576
FG-02546,P-003776,8,1,V-01012
FG-02547,P-003319,1,1,V-00927
FG-02547,P-007896,3,1,V-00659
FG-02547,P-008721,7,1,V-00361
FG-02547,P-001450,4,1,V-01901
FG-02547,P-011267,8,1,V-00851
FG-02547,P-005594,6,1,V-00447
FG-02548,P-005968,6,1,V-00581
FG-02548,P-010357,2,1,V-02697
FG-02548,P-009912,7,1,V-00658
FG-02548,P-000125,5,1,V-01112
FG-02548,P-011869,4,1,V-00666
FG-02548,P-006184,9,1,V-03635
FG-02548,P-005022,7,1,V-00380
FG-02549,P-008812,12,1,V-01195
FG-02549,P-006754,6,1,V-00004
FG-02549,P-005418,6,1,V-04152
FG-02549,P-002769,4,1,V-00904
FG-02549,P-002649,8,1,V-00241
FG-02550,P-004548,8,1,V-00078
FG-02550,P-000170,9,1,V-01580
FG-02550,P-002419,3,1,V-00517
FG-02550,P-001026,1,1,V-00157
FG-02550,P-000714,12,1,V-00974
FG-02551,P-009082,2,1,V-00455
FG-02551,P-004240,1,1,V-03175
FG-02551,P-002208,6,1,V-00809
FG-02551,P-007544,4,1,V-00797
FG-02552,P-001550,6,1,V-00834
FG-02552,P-002143,9,1,V-01167
FG-02552,P-011096,12,1,V-00637
FG-02552,P-006353,5,1,V-00555
FG-02553,P-007263,5,1,V-00143
FG-02553,P-004510,11,1,V-00506
FG-02553,P-010206,8,1,V-02140
FG-02553,P-005927,2,1,V-00733
FG-02554,P-009439,11,1,V-00750
FG-02554,P-008263,8,1,V-03255
FG-02554,P-003570,6,1,V-00577
FG-02554,P-008775,4,1,V-00787
FG-02554,P-008052,8,1,V-00930
FG-02554,P-000321,6,1,V-00118
FG-02554,P-008320,5,1,V-01041
FG-02555,P-008497,1,1,V-00692
FG-02555,P-007120,3,1,V-00391
FG-02555,P-002661,2,1,V-03732
FG-02555,P-011407,8,1,V-02117
FG-02556,P-001607,6,1,V-00335
FG-02556,P-005733,2,1,V-00885
FG-02556,P-003844,10,1,V-00059
FG-02556,P-005739,1,1,V-00872
FG-02556,P-009652,7,1,V-00186
FG-02557,P-011887,9,1,V-00716
FG-02557,P-011024,9,1,V-00326
FG-02557,P-003294,7,1,V-00157
FG-02557,P-010183,10,1,V-00192
FG-02557,P-007013,6,1,V-01495
FG-02558,P-007989,2,1,V-00675
FG-02558,P-003790,5,1,V-00428
FG-02558,P-005333,2,1,V-00419
FG-02558,P-002307,12,1,V-00062
FG-02558,P-009433,5,1,V-00245
FG-02559,P-000233,3,1,V-03717
FG-02559,P-001084,8,1,V-00726
FG-02559,P-002843,3,1,V-01414
FG-02559,P-006251,3,1,V-00037
FG-02559,P-004807,6,1,V-01053
FG-02560,P-003039,4,1,V-00711
FG-02560,P-010420,4,1,V-00022
FG-02560,P-008778,7,1,V-03940
FG-02560,P-009441,3,1,V-00238
FG-02561,P-007569,12,1,V-04120
FG-02561,P-007754,10,1,V-00455
FG-02561,P-000225,7,1,V-00621
FG-02562,P-008388,6,1,V-00629
FG-02562,P-007754,12,1,V-00455
FG-02562,P-005365,8,1,V-00534
FG-02562,P-008626,1,1,V-00355
FG-02562,P-007914,10,1,V-00976
FG-02562,P-000330,7,1,V-00402
FG-02562,P-008945,7,1,V-00935
FG-02563,P-003660,8,1,V-03280
FG-02563,P-009464,6,1,V-02737
FG-02563,P-010021,8,1,V-02886
FG-02564,P-006822,5,1,V-01185
FG-02564,P-000165,5,1,V-00014
FG-02564,P-005595,3,1,V-04120
FG-02564,P-011774,4,1,V-00643
FG-02564,P-004312,5,1,V-01213
FG-02564,P-008851,4,1,V-03713
FG-02565,P-011062,4,1,V-00205
FG-02565,P-010757,11,1,V-04175
FG-02565,P-005006,1,1,V-00553
FG-02565,P-011168,4,1,V-00439
FG-02566,P-002602,11,1,V-00284
FG-02566,P-011452,1,1,V-01135
FG-02566,P-008565,9,1,V-00362
FG-02566,P-010649,1,1,V-00132
FG-02567,P-002057,2,1,V-00066
FG-02567,P-001467,8,1,V-01098
FG-02567,P-008664,2,1,V-00295
FG-02567,P-010624,3,1,V-03108
FG-02567,P-009329,11,1,V-00211
FG-02567,P-004569,6,1,V-00315
FG-02567,P-006506,9,1,V-01831
FG-02568,P-007365,12,1,V-00167
FG-02568,P-002503,4,1,V-02354
FG-02568,P-000251,11,1,V-00206
FG-02568,P-000406,6,1,V-01068
FG-02568,P-001213,12,1,V-01010
FG-02569,P-001254,6,1,V-00169
FG-02569,P-003100,8,1,V-00376
FG-02569,P-008589,8,1,V-02979
FG-02569,P-006972,10,1,V-03888
FG-02569,P-004517,4,1,V-00786
FG-02569,P-003492,7,1,V-02040
FG-02569,P-000311,9,1,V-00037
FG-02570,P-011934,5,1,V-00749
FG-02570,P-001480,3,1,V-00974
FG-02570,P-005905,8,1,V-03930
FG-02570,P-004818,2,1,V-03305
FG-02570,P-006750,11,1,V-00846
FG-02570,P-005081,1,1,V-00465
FG-02571,P-005339,9,1,V-00825
FG-02571,P-004490,6,1,V-02696
FG-02571,P-003110,12,1,V-01146
FG-02572,P-006052,4,1,V-00633
FG-02572,P-001595,7,1,V-00285
FG-02572,P-005735,11,1,V-03811
FG-02572,P-010327,2,1,V-00523
FG-02572,P-002030,1,1,V-00938
FG-02572,P-004614,1,1,V-02677
FG-02573,P-002695,1,1,V-01802
FG-02573,P-003866,4,1,V-00536
FG-02573,P-007911,12,1,V-00501
FG-02573,P-009974,4,1,V-02680
FG-02573,P-011835,8,1,V-00077
FG-02574,P-011181,1,1,V-00562
FG-02574,P-003766,3,1,V-00030
FG-02574,P-000345,10,1,V-02059
FG-02574,P-002665,6,1,V-00528
FG-02574,P-005542,11,1,V-01111
FG-02574,P-001746,12,1,V-00009
FG-02575,P-004262,10,1,V-03893
FG-02575,P-011226,2,1,V-01183
FG-02575,P-004746,2,1,V-03193
FG-02575,P-008877,12,1,V-00759
FG-02575,P-001285,7,1,V-03813
FG-02576,P-009537,11,1,V-03279
FG-02576,P-009305,12,1,V-00646
FG-02576,P-002813,8,1,V-00387
FG-02576,P-007889,5,1,V-00372
FG-02576,P-008875,2,1,V-04048
FG-02576,P-009784,5,1,V-00598
FG-02576,P-002495,5,1,V-00677
FG-02577,P-008586,9,1,V-00187
FG-02577,P-001206,9,1,V-00300
FG-02577,P-000831,9,1,V-00739
FG-02577,P-003796,2,1,V-02975
FG-02577,P-008900,2,1,V-02931
FG-02578,P-008262,4,1,V-00853
FG-02578,P-002713,8,1,V-00698
FG-02578,P-002397,2,1,V-00731
FG-02578,P-001670,12,1,V-00737
FG-02578,P-010824,8,1,V-00717
FG-02578,P-007324,6,1,V-00665
FG-02578,P-000210,3,1,V-00527
FG-02579,P-007825,1,1,V-00360
FG-02579,P-007219,5,1,V-00378
FG-02579,P-000826,12,1,V-00621
FG-02579,P-009760,7,1,V-00829
FG-02579,P-004920,1,1,V-00840
FG-02580,P-003809,3,1,V-00109
FG-02580,P-004808,3,1,V-00028
FG-02580,P-008066,4,1,V-00198
FG-02580,P-005341,1,1,V-02522
FG-02581,P-009444,6,1,V-04202
FG-02581,P-011221,7,1,V-01157
FG-02581,P-005321,7,1,V-01091
FG-02581,P-001496,2,1,V-01084
FG-02581,P-003091,11,1,V-00886
FG-02581,P-009834,7,1,V-00019
FG-02581,P-010060,10,1,V-00139
FG-02582,P-011467,4,1,V-00366
FG-02582,P-000949,2,1,V-00889
FG-02582,P-007739,10,1,V-00944
FG-02582,P-011790,6,1,V-00062
FG-02582,P-011287,6,1,V-00059
FG-02583,P-006189,1,1,V-00353
FG-02583,P-006351,10,1,V-01774
FG-02583,P-002257,10,1,V-00819
FG-02583,P-011445,1,1,V-00498
FG-02583,P-005952,5,1,V-00371
FG-02583,P-003993,5,1,V-00829
FG-02583,P-000997,12,1,V-00463
FG-02584,P-010574,6,1,V-00421
FG-02584,P-004691,12,1,V-00957
FG-02584,P-003958,1,1,V-02720
FG-02584,P-002952,10,1,V-00721
FG-02584,P-002076,12,1,V-00733
FG-02585,P-010020,6,1,V-00930
FG-02585,P-005060,10,1,V-00847
FG-02585,P-002516,2,1,V-04211
FG-02585,P-003698,12,1,V-01122
FG-02585,P-009699,10,1,V-00851
FG-02585,P-006040,3,1,V-00602
FG-02586,P-007843,11,1,V-02351
FG-02586,P-003789,5,1,V-01127
FG-02586,P-002066,5,1,V-00823
FG-02586,P-009127,7,1,V-01134
FG-02586,P-004585,9,1,V-00748
FG-02586,P-000068,6,1,V-03957
FG-02586,P-001455,5,1,V-00689
FG-02587,P-011086,10,1,V-03061
FG-02587,P-008105,11,1,V-02830
FG-02587,P-010447,10,1,V-00449
FG-02587,P-006458,5,1,V-00968
FG-02587,P-007548,8,1,V-00798
FG-02588,P-003054,5,1,V-00360
FG-02588,P-005620,8,1,V-00658
FG-02588,P-009625,10,1,V-00055
FG-02588,P-011997,4,1,V-00796
FG-02588,P-002522,11,1,V-02480
FG-02588,P-003453,2,1,V-01175
FG-02589,P-009224,3,1,V-00622
FG-02589,P-009102,1,1,V-01035
FG-02589,P-010058,4,1,V-00267
FG-02589,P-004824,2,1,V-00174
FG-02589,P-002448,6,1,V-01569
FG-02590,P-001699,10,1,V-00787
FG-02590,P-008011,4,1,V-03489
FG-02590,P-009322,9,1,V-00321
FG-02590,P-003077,8,1,V-03762
FG-02590,P-000907,7,1,V-01211
FG-02590,P-007815,1,1,V-00844
FG-02591,P-002171,12,1,V-00676
FG-02591,P-009709,2,1,V-00300
FG-02591,P-009909,4,1,V-01193
FG-02591,P-010162,10,1,V-00232
FG-02591,P-004969,11,1,V-00443
FG-02591,P-004764,12,1,V-00910
FG-02591,P-010757,9,1,V-04175
FG-02592,P-001574,8,1,V-00266
FG-02592,P-009671,6,1,V-01756
FG-02592,P-000200,3,1,V-00263
FG-02592,P-000829,7,1,V-00564
FG-02592,P-006316,5,1,V-00192
FG-02593,P-000981,6,1,V-00505
FG-02593,P-010694,12,1,V-00209
FG-02593,P-011006,3,1,V-01132
FG-02593,P-000061,7,1,V-00127
FG-02593,P-007190,3,1,V-00496
FG-02594,P-000165,2,1,V-00014
FG-02594,P-007378,7,1,V-00118
FG-02594,P-003427,10,1,V-00057
FG-02594,P-010578,6,1,V-00655
FG-02594,P-003990,1,1,V-00564
FG-02594,P-009045,8,1,V-00596
FG-02594,P-007647,4,1,V-00807
FG-02595,P-002926,4,1,V-03676
FG-02595,P-003231,7,1,V-03988
FG-02595,P-005826,5,1,V-03690
FG-02596,P-001780,2,1,V-00738
FG-02596,P-010057,2,1,V-00649
FG-02596,P-010287,8,1,V-00811
FG-02596,P-008275,11,1,V-02692
FG-02596,P-011960,5,1,V-01931
FG-02596,P-009099,11,1,V-01753
FG-02596,P-003875,3,1,V-03394
FG-02597,P-008847,7,1,V-01457
FG-02597,P-006204,9,1,V-00665
FG-02597,P-000618,2,1,V-03801
FG-02598,P-008709,9,1,V-01076
FG-02598,P-001320,10,1,V-02856
FG-02598,P-000500,11,1,V-02433
FG-02598,P-003076,8,1,V-00103
FG-02598,P-006653,3,1,V-00480
FG-02598,P-006291,1,1,V-00726
FG-02598,P-007119,5,1,V-00053
FG-02599,P-008270,7,1,V-00208
FG-02599,P-008738,2,1,V-00614
FG-02599,P-001211,1,1,V-00440
FG-02599,P-004175,10,1,V-04024
FG-02600,P-006658,6,1,V-00752
FG-02600,P-006075,3,1,V-02432
FG-02600,P-002592,5,1,V-00403
FG-02600,P-002155,10,1,V-03531
FG-02601,P-001207,2,1,V-00046
FG-02601,P-004069,3,1,V-00335
FG-02601,P-009911,6,1,V-00333
FG-02601,P-005140,4,1,V-00583
FG-02601,P-011032,9,1,V-00308
FG-02601,P-006479,5,1,V-00214
FG-02601,P-002208,8,1,V-00809
FG-02602,P-002837,6,1,V-00560
FG-02602,P-005239,9,1,V-00724
FG-02602,P-009676,1,1,V-00621
FG-02602,P-005729,5,1,V-02206
FG-02603,P-008107,12,1,V-00559
FG-02603,P-009773,3,1,V-04014
FG-02603,P-008152,1,1,V-00572
FG-02603,P-008784,4,1,V-00097
FG-02604,P-004153,12,1,V-00884
FG-02604,P-002184,2,1,V-02866
FG-02604,P-007038,5,1,V-00207
FG-02604,P-003256,3,1,V-02278
FG-02604,P-006471,10,1,V-00487
FG-02604,P-000193,10,1,V-01349
FG-02604,P-003720,3,1,V-00145
FG-02605,P-003171,12,1,V-00117
FG-02605,P-003780,3,1,V-00694
FG-02605,P-007620,1,1,V-03357
FG-02606,P-009253,9,1,V-00966
FG-02606,P-010561,9,1,V-03731
FG-02606,P-010330,4,1,V-00091
FG-02606,P-007843,8,1,V-02351
FG-02607,P-008799,2,1,V-00068
FG-02607,P-006229,7,1,V-00212
FG-02607,P-009169,4,1,V-00298
FG-02607,P-009035,12,1,V-01088
FG-02607,P-011740,7,1,V-04098
FG-02607,P-000138,5,1,V-02421
FG-02608,P-005117,1,1,V-03009
FG-02608,P-003957,5,1,V-03506
FG-02608,P-000767,10,1,V-00317
FG-02609,P-002155,10,1,V-03531
FG-02609,P-008626,10,1,V-00355
FG-02609,P-005370,11,1,V-00949
FG-02609,P-006759,1,1,V-00450
FG-02609,P-003183,11,1,V-00962
FG-02609,P-010975,7,1,V-01625
FG-02609,P-011356,3,1,V-01066
FG-02610,P-002563,3,1,V-03299
FG-02610,P-009729,11,1,V-00063
FG-02610,P-003720,6,1,V-00145
FG-02610,P-010644,7,1,V-00325
FG-02611,P-011560,2,1,V-00805
FG-02611,P-001642,6,1,V-00562
FG-02611,P-000439,2,1,V-03694
FG-02612,P-006095,12,1,V-01055
FG-02612,P-004275,11,1,V-00302
FG-02612,P-011084,2,1,V-00948
FG-02612,P-002251,12,1,V-01265
FG-02612,P-005513,8,1,V-00284
FG-02612,P-008261,4,1,V-00728
FG-02613,P-001182,4,1,V-02794
FG-02613,P-005574,7,1,V-01475
FG-02613,P-001393,10,1,V-00580
FG-02613,P-010865,10,1,V-02134
FG-02613,P-005537,7,1,V-04104
FG-02613,P-011901,7,1,V-00581
FG-02614,P-006376,3,1,V-00856
FG-02614,P-011131,7,1,V-00508
FG-02614,P-009385,12,1,V-02605
FG-02614,P-005619,6,1,V-00037
FG-02614,P-011286,3,1,V-01097
FG-02614,P-002274,7,1,V-00824
FG-02614,P-011404,10,1,V-00445
FG-02615,P-011223,10,1,V-00612
FG-02615,P-009946,9,1,V-04003
FG-02615,P-008583,5,1,V-01136
FG-02615,P-007376,2,1,V-00765
FG-02615,P-004433,6,1,V-02597
FG-02615,P-009938,8,1,V-00902
FG-02616,P-002276,12,1,V-00406
FG-02616,P-011781,3,1,V-00784
FG-02616,P-007962,5,1,V-00045
FG-02616,P-003682,2,1,V-01224
FG-02617,P-006172,3,1,V-00460
FG-02617,P-005408,2,1,V-02730
FG-02617,P-011262,4,1,V-00783
FG-02617,P-001329,11,1,V-00194
FG-02617,P-000167,6,1,V-02731
FG-02617,P-008289,1,1,V-01383
FG-02617,P-001320,10,1,V-02856
FG-02618,P-008891,2,1,V-00818
FG-02618,P-010470,2,1,V-00703
FG-02618,P-003697,7,1,V-01068
FG-02618,P-004085,1,1,V-00658
FG-02619,P-002312,7,1,V-00591
FG-02619,P-011164,7,1,V-00638
FG-02619,P-011796,3,1,V-01052
FG-02620,P-008931,9,1,V-00444
FG-02620,P-007853,2,1,V-01094
FG-02620,P-011544,2,1,V-02836
FG-02621,P-008198,5,1,V-01489
FG-02621,P-009151,9,1,V-01004
FG-02621,P-000783,2,1,V-00711
FG-02621,P-000178,5,1,V-04268
FG-02622,P-009829,11,1,V-03712
FG-02622,P-001142,12,1,V-01192
FG-02622,P-004404,12,1,V-00685
FG-02622,P-003716,11,1,V-02589
FG-02622,P-003831,9,1,V-00542
FG-02623,P-010936,2,1,V-00750
FG-02623,P-011489,6,1,V-01196
FG-02623,P-010275,5,1,V-00757
FG-02624,P-011046,9,1,V-03011
FG-02624,P-011484,11,1,V-00413
FG-02624,P-002937,8,1,V-01183
FG-02624,P-007101,4,1,V-03235
FG-02624,P-006445,1,1,V-00079
FG-02625,P-010049,12,1,V-00320
FG-02625,P-010116,3,1,V-03497
FG-02625,P-007490,5,1,V-00083
FG-02625,P-005282,2,1,V-00220
FG-02625,P-008755,5,1,V-03699
FG-02625,P-007696,8,1,V-03435
FG-02626,P-003660,9,1,V-03280
FG-02626,P-003089,7,1,V-03069
FG-02626,P-008627,8,1,V-00711
FG-02626,P-004246,8,1,V-01168
FG-02626,P-006506,10,1,V-01831
FG-02627,P-000223,5,1,V-01178
FG-02627,P-010412,5,1,V-00271
FG-02627,P-000142,12,1,V-00461
FG-02628,P-006169,4,1,V-00808
FG-02628,P-002524,11,1,V-01005
FG-02628,P-009413,7,1,V-00202
FG-02628,P-007710,8,1,V-03459
FG-02629,P-005063,11,1,V-00558
FG-02629,P-010414,5,1,V-01080
FG-02629,P-000025,11,1,V-02443
FG-02629,P-009311,11,1,V-01834
FG-02629,P-003542,12,1,V-01137
FG-02630,P-004243,6,1,V-00624
FG-02630,P-004321,4,1,V-01187
FG-02630,P-008503,5,1,V-00354
FG-02630,P-007702,10,1,V-02458
FG-02630,P-003691,6,1,V-00850
FG-02630,P-007812,5,1,V-03090
FG-02630,P-000426,5,1,V-01020
FG-02631,P-003065,7,1,V-00720
FG-02631,P-005397,2,1,V-00838
FG-02631,P-008722,12,1,V-00297
FG-02631,P-006525,11,1,V-01182
FG-02631,P-005205,11,1,V-00991
FG-02631,P-004248,3,1,V-01029
FG-02632,P-009349,4,1,V-00197
FG-02632,P-000941,9,1,V-03748
FG-02632,P-003170,11,1,V-00563
FG-02633,P-004213,9,1,V-00909
FG-02633,P-006901,8,1,V-00270
FG-02633,P-003925,8,1,V-00252
FG-02633,P-003721,3,1,V-00233
FG-02633,P-005511,11,1,V-01149
FG-02634,P-003934,7,1,V-00585
FG-02634,P-008659,12,1,V-01144
FG-02634,P-005708,4,1,V-00513
FG-02634,P-003321,6,1,V-00351
FG-02634,P-011612,10,1,V-00907
FG-02634,P-009572,2,1,V-00688
FG-02635,P-008827,9,1,V-00091
FG-02635,P-011655,2,1,V-00264
FG-02635,P-009840,3,1,V-02429
FG-02635,P-006163,8,1,V-01198
FG-02635,P-003886,6,1,V-00264
FG-02636,P-005186,12,1,V-00572
FG-02636,P-002344,5,1,V-01068
FG-02636,P-011857,8,1,V-00936
FG-02636,P-005291,11,1,V-03889
FG-02637,P-005603,10,1,V-00988
FG-02637,P-003162,7,1,V-01165
FG-02637,P-000673,9,1,V-01755
FG-02637,P-005653,4,1,V-00910
FG-02637,P-010100,10,1,V-00395
FG-02637,P-011859,8,1,V-02733
FG-02638,P-005081,2,1,V-00465
FG-02638,P-003294,6,1,V-00157
FG-02638,P-004541,8,1,V-00215
FG-02638,P-003805,11,1,V-00901
FG-02639,P-009994,10,1,V-00515
FG-02639,P-006561,10,1,V-01054
FG-02639,P-008181,3,1,V-00355
FG-02639,P-008702,4,1,V-00611
FG-02639,P-004239,12,1,V-00764
FG-02639,P-007130,5,1,V-00105
FG-02640,P-006820,2,1,V-01483
FG-02640,P-001563,9,1,V-00874
FG-02640,P-006200,2,1,V-01116
FG-02641,P-008383,10,1,V-03193
FG-02641,P-011745,7,1,V-01435
FG-02641,P-010059,8,1,V-01144
FG-02642,P-004447,1,1,V-00819
FG-02642,P-010640,12,1,V-00055
FG-02642,P-007760,9,1,V-00355
FG-02642,P-010261,8,1,V-01236
FG-02642,P-008275,4,1,V-02692
FG-02642,P-011890,3,1,V-01102
FG-02642,P-008649,9,1,V-03344
FG-02643,P-007427,4,1,V-00938
FG-02643,P-011951,2,1,V-01612
FG-02643,P-008523,8,1,V-00105
FG-02643,P-002494,1,1,V-00431
FG-02643,P-006455,9,1,V-00847
FG-02643,P-002289,6,1,V-03020
FG-02643,P-002881,10,1,V-03522
FG-02644,P-006181,11,1,V-04169
FG-02644,P-010201,5,1,V-03313
FG-02644,P-009318,9,1,V-01032
FG-02644,P-011570,1,1,V-00309
FG-02644,P-007144,4,1,V-00034
FG-02644,P-000014,5,1,V-00577
FG-02644,P-001537,6,1,V-00064
FG-02645,P-000317,8,1,V-01083
FG-02645,P-002672,8,1,V-00646
FG-02645,P-011853,2,1,V-00364
FG-02646,P-010698,12,1,V-00837
FG-02646,P-008377,8,1,V-00462
FG-02646,P-003585,7,1,V-00185
FG-02646,P-003895,12,1,V-00252
FG-02646,P-007327,12,1,V-02828
FG-02647,P-006728,9,1,V-00492
FG-02647,P-008301,10,1,V-01052
FG-02647,P-007831,10,1,V-03371
FG-02647,P-000713,5,1,V-00783
FG-02648,P-005699,6,1,V-00862
FG-02648,P-004219,7,1,V-00988
FG-02648,P-010652,8,1,V-01160
FG-02648,P-003847,2,1,V-00267
FG-02648,P-007643,10,1,V-00996
FG-02648,P-009673,3,1,V-03723
FG-02648,P-000366,9,1,V-00084
FG-02649,P-005345,2,1,V-00478
FG-02649,P-011081,8,1,V-00456
FG-02649,P-009706,8,1,V-01321
FG-02649,P-008910,4,1,V-00093
FG-02649,P-006210,1,1,V-00681
FG-02649,P-010236,1,1,V-00762
FG-02649,P-005591,9,1,V-02309
FG-02650,P-003302,6,1,V-02449
FG-02650,P-006952,12,1,V-00509
FG-02650,P-002317,4,1,V-02387
FG-02650,P-001982,6,1,V-00328
FG-02650,P-001688,12,1,V-00669
FG-02650,P-009268,11,1,V-00610
FG-02651,P-000774,8,1,V-00859
FG-02651,P-002815,12,1,V-00023
FG-02651,P-005521,5,1,V-00951
FG-02651,P-008603,9,1,V-00158
FG-02651,P-003834,4,1,V-00867
FG-02651,P-009661,1,1,V-00696
FG-02652,P-002983,4,1,V-01095
FG-02652,P-001207,2,1,V-00046
FG-02652,P-009490,12,1,V-00351
