plant_id,part_id,on_hand_qty,days_cover,in_transit_qty,safety_stock_qty,as_of_date
PL-03,P-009631,28800,21,2609,245,2026-09-15
PL-14,P-003242,31454,12,11654,407,2026-09-15
PL-04,P-004872,8284,1,9838,407,2026-09-15
PL-15,P-004874,28390,8,591,346,2026-09-15
PL-14,P-005561,35655,1,9580,136,2026-09-15
PL-02,P-005108,27929,29,2997,59,2026-09-15
PL-07,P-000575,16611,25,3824,737,2026-09-15
PL-06,P-000814,21178,36,15279,234,2026-09-15
PL-06,P-002701,7160,17,9249,59,2026-09-15
PL-06,P-009501,35925,32,11834,346,2026-09-15
PL-20,P-002949,12970,8,11255,412,2026-09-15
PL-13,P-011514,10689,38,7619,502,2026-09-15
PL-18,P-003169,14226,28,4209,893,2026-09-15
PL-16,P-006451,7737,32,6542,1314,2026-09-15
PL-14,P-001507,35378,33,15260,183,2026-09-15
PL-01,P-005817,29401,39,14276,388,2026-09-15
PL-11,P-000296,9140,20,13558,2105,2026-09-15
PL-05,P-003024,32101,29,10601,1570,2026-09-15
PL-07,P-000914,34127,8,7229,303,2026-09-15
PL-06,P-000760,22439,3,14845,170,2026-09-15
PL-14,P-001195,35492,4,4943,473,2026-09-15
PL-02,P-010825,9734,21,4538,884,2026-09-15
PL-16,P-001936,7957,30,9422,244,2026-09-15
PL-16,P-004459,39378,37,9866,837,2026-09-15
PL-05,P-008081,30593,8,16732,464,2026-09-15
PL-17,P-010261,21389,28,9006,137,2026-09-15
PL-08,P-001130,12734,34,17700,1311,2026-09-15
PL-14,P-007736,38533,8,9964,1072,2026-09-15
PL-08,P-006342,20402,40,2301,235,2026-09-15
PL-03,P-011544,28393,15,6977,678,2026-09-15
PL-01,P-009295,2613,41,8372,1458,2026-09-15
PL-09,P-000509,23757,6,8104,376,2026-09-15
PL-20,P-007359,26943,40,8458,883,2026-09-15
PL-14,P-008454,25702,11,11072,895,2026-09-15
PL-08,P-004660,23719,19,9188,360,2026-09-15
PL-07,P-000921,33744,8,6987,764,2026-09-15
PL-11,P-002075,8229,21,3978,578,2026-09-15
PL-17,P-004842,7442,35,6006,1644,2026-09-15
PL-13,P-000838,309,8,434,567,2026-09-15
PL-03,P-001222,23816,8,11550,1284,2026-09-15
PL-16,P-005317,30685,27,6280,872,2026-09-15
PL-08,P-005891,24961,10,164,358,2026-09-15
PL-05,P-001515,33454,38,6170,472,2026-09-15
PL-18,P-010402,230,26,4614,146,2026-09-15
PL-10,P-010868,34066,21,2215,974,2026-09-15
PL-13,P-010120,17370,31,6305,256,2026-09-15
PL-04,P-009897,12200,33,15580,169,2026-09-15
PL-06,P-001577,6967,29,13638,34,2026-09-15
PL-13,P-001282,28884,21,4983,540,2026-09-15
PL-15,P-002148,14596,32,5374,570,2026-09-15
PL-13,P-008907,17253,42,4453,786,2026-09-15
PL-04,P-004118,5033,33,16610,400,2026-09-15
PL-16,P-000459,6324,34,13179,578,2026-09-15
PL-11,P-006196,32923,15,1463,252,2026-09-15
PL-15,P-008126,37139,19,2794,577,2026-09-15
PL-09,P-004538,4254,28,11056,401,2026-09-15
PL-01,P-000964,673,28,15959,298,2026-09-15
PL-10,P-008348,23043,21,5883,1085,2026-09-15
PL-16,P-001495,36882,12,10549,1535,2026-09-15
PL-04,P-004118,7575,42,12179,335,2026-09-15
PL-15,P-006097,24237,0,8334,708,2026-09-15
PL-01,P-011557,30602,26,4355,779,2026-09-15
PL-14,P-003753,19172,1,13459,232,2026-09-15
PL-04,P-005297,7854,31,16118,2070,2026-09-15
PL-06,P-006713,34762,39,16588,1619,2026-09-15
PL-05,P-007405,9247,40,15346,162,2026-09-15
PL-15,P-009639,38045,37,9047,917,2026-09-15
PL-18,P-010801,37162,32,338,122,2026-09-15
PL-10,P-000793,15357,10,7819,233,2026-09-15
PL-19,P-008609,6170,13,5509,842,2026-09-15
PL-16,P-007831,5042,7,6719,522,2026-09-15
PL-04,P-011528,28577,13,15140,296,2026-09-15
PL-18,P-007764,6921,15,7610,689,2026-09-15
PL-13,P-010278,160,21,4264,1064,2026-09-15
PL-15,P-001648,7895,35,1994,656,2026-09-15
PL-05,P-011177,10483,38,6296,59,2026-09-15
PL-17,P-005569,13058,33,11822,169,2026-09-15
PL-11,P-011923,32146,9,3490,1091,2026-09-15
PL-01,P-000487,21688,38,14865,429,2026-09-15
PL-20,P-003635,33366,32,16816,232,2026-09-15
PL-06,P-006489,17501,3,16506,410,2026-09-15
PL-02,P-004216,28244,28,2357,304,2026-09-15
PL-17,P-006029,12533,4,12269,279,2026-09-15
PL-05,P-011108,29110,36,11826,641,2026-09-15
PL-12,P-007710,34035,31,3953,529,2026-09-15
PL-08,P-004492,35306,17,17271,553,2026-09-15
PL-12,P-005173,33743,20,2703,777,2026-09-15
PL-02,P-003002,2795,23,10590,721,2026-09-15
PL-19,P-008647,28916,39,10862,30,2026-09-15
PL-13,P-009013,28965,11,2944,1076,2026-09-15
PL-05,P-005740,34500,5,14951,463,2026-09-15
PL-13,P-007561,36997,30,3639,245,2026-09-15
PL-16,P-011012,35799,32,8625,346,2026-09-15
PL-03,P-005973,14184,13,8604,903,2026-09-15
PL-13,P-006913,21033,41,14935,437,2026-09-15
PL-16,P-008244,28575,21,15036,855,2026-09-15
PL-19,P-001634,23153,2,9754,866,2026-09-15
PL-04,P-001255,18301,29,11310,798,2026-09-15
PL-13,P-000437,10284,22,12703,840,2026-09-15
PL-20,P-008862,37981,23,3760,94,2026-09-15
PL-08,P-002032,34187,31,4419,118,2026-09-15
PL-15,P-008943,16574,41,2405,298,2026-09-15
PL-14,P-002558,16084,39,17527,266,2026-09-15
PL-06,P-003457,11046,40,225,432,2026-09-15
PL-08,P-004732,39269,32,15120,43,2026-09-15
PL-03,P-006573,30234,39,3089,792,2026-09-15
PL-17,P-008725,27821,33,3140,463,2026-09-15
PL-14,P-006938,33283,23,9907,897,2026-09-15
PL-13,P-000339,20852,22,17471,49,2026-09-15
PL-05,P-011147,37025,6,9120,1404,2026-09-15
PL-19,P-003031,21615,7,9089,2243,2026-09-15
PL-05,P-002465,36682,40,8112,618,2026-09-15
PL-20,P-011359,10891,1,15131,1504,2026-09-15
PL-12,P-011888,14256,38,8636,410,2026-09-15
PL-03,P-010410,3989,38,211,437,2026-09-15
PL-14,P-009576,39005,5,7859,400,2026-09-15
PL-09,P-000766,769,20,16836,1026,2026-09-15
PL-12,P-011747,34346,29,1104,250,2026-09-15
PL-17,P-011581,8040,17,6248,1483,2026-09-15
PL-04,P-009075,35589,18,2896,702,2026-09-15
PL-06,P-003322,3717,15,5572,598,2026-09-15
PL-01,P-009665,12867,22,17399,855,2026-09-15
PL-14,P-008745,2113,7,1567,192,2026-09-15
PL-13,P-000665,23633,11,1835,382,2026-09-15
PL-16,P-011654,29736,12,7868,1044,2026-09-15
PL-17,P-007575,29101,22,14996,183,2026-09-15
PL-06,P-002029,30970,38,11025,825,2026-09-15
PL-02,P-001325,39007,16,9410,958,2026-09-15
PL-03,P-001064,13016,14,11214,946,2026-09-15
PL-09,P-006164,19074,3,8298,329,2026-09-15
PL-19,P-008683,29463,36,9941,532,2026-09-15
PL-14,P-008450,5536,25,8870,676,2026-09-15
PL-08,P-009108,11865,29,17600,148,2026-09-15
PL-19,P-001379,1114,39,2089,702,2026-09-15
PL-10,P-005023,28708,9,14208,630,2026-09-15
PL-11,P-011730,36809,4,17485,416,2026-09-15
PL-05,P-005912,1124,16,17189,277,2026-09-15
PL-04,P-005685,33892,8,16101,843,2026-09-15
PL-04,P-007127,34753,30,519,879,2026-09-15
PL-10,P-005783,30466,24,17187,288,2026-09-15
PL-16,P-011244,17094,42,8107,185,2026-09-15
PL-13,P-010075,26968,29,2716,280,2026-09-15
PL-20,P-002282,19755,38,16727,525,2026-09-15
PL-11,P-003539,35000,14,12329,317,2026-09-15
PL-12,P-002334,14952,18,8364,598,2026-09-15
PL-19,P-006823,3843,6,17793,387,2026-09-15
PL-18,P-007178,25645,38,14319,378,2026-09-15
PL-04,P-002371,29055,30,16574,169,2026-09-15
PL-03,P-008441,38679,36,5893,764,2026-09-15
PL-10,P-000998,17501,17,14613,581,2026-09-15
PL-05,P-000853,20307,2,15029,1280,2026-09-15
PL-10,P-010980,33218,18,4903,1084,2026-09-15
PL-14,P-008181,23477,25,8720,198,2026-09-15
PL-13,P-010715,38460,1,16957,126,2026-09-15
PL-06,P-008388,26245,24,17562,936,2026-09-15
PL-03,P-005025,34322,35,10758,537,2026-09-15
PL-08,P-001588,30696,2,15258,792,2026-09-15
PL-16,P-008150,15311,22,5300,1525,2026-09-15
PL-05,P-011354,1755,11,4454,1353,2026-09-15
PL-02,P-003511,2234,25,8295,173,2026-09-15
PL-07,P-004943,35249,38,12723,1868,2026-09-15
PL-07,P-005292,27778,41,2144,1406,2026-09-15
PL-12,P-009006,34602,21,13051,1884,2026-09-15
PL-03,P-001914,39165,3,11781,310,2026-09-15
PL-16,P-004337,25542,2,3677,504,2026-09-15
PL-09,P-008452,12252,23,14459,784,2026-09-15
PL-12,P-002229,8185,0,612,1286,2026-09-15
PL-08,P-002071,21452,2,14096,771,2026-09-15
PL-15,P-011996,15887,39,6699,826,2026-09-15
PL-08,P-009526,19846,8,13257,550,2026-09-15
PL-10,P-008232,20215,38,7544,27,2026-09-15
PL-05,P-006809,13867,11,16375,401,2026-09-15
PL-09,P-009350,11434,29,13174,76,2026-09-15
PL-01,P-001993,6936,12,4298,748,2026-09-15
PL-06,P-009995,33880,24,6753,468,2026-09-15
PL-11,P-003330,16408,10,4769,515,2026-09-15
PL-02,P-004853,5582,22,8212,1957,2026-09-15
PL-01,P-009683,38217,18,9912,791,2026-09-15
PL-16,P-008463,1524,41,15128,694,2026-09-15
PL-10,P-007340,3595,42,334,648,2026-09-15
PL-13,P-002553,9910,42,1694,417,2026-09-15
PL-13,P-008278,22236,4,15942,58,2026-09-15
PL-20,P-009494,20815,24,17144,539,2026-09-15
PL-20,P-011938,16271,41,2037,1776,2026-09-15
PL-02,P-001414,36594,19,15438,1580,2026-09-15
PL-12,P-003573,19452,36,9825,423,2026-09-15
PL-12,P-005549,3417,29,6595,685,2026-09-15
PL-06,P-009241,25896,34,2896,211,2026-09-15
PL-05,P-001383,33328,28,8487,106,2026-09-15
PL-16,P-002483,2777,37,1791,416,2026-09-15
PL-07,P-000142,16163,30,2446,272,2026-09-15
PL-02,P-000775,11344,25,7243,681,2026-09-15
PL-05,P-004214,10751,7,10536,72,2026-09-15
PL-08,P-008799,30623,18,11183,468,2026-09-15
PL-17,P-003035,14726,20,2818,1302,2026-09-15
PL-18,P-008601,8201,22,13109,995,2026-09-15
PL-04,P-009036,2364,0,13470,292,2026-09-15
PL-09,P-007699,32448,19,17909,626,2026-09-15
PL-15,P-008180,9792,23,3089,630,2026-09-15
PL-08,P-003202,10561,13,13735,783,2026-09-15
PL-07,P-002676,16956,17,17031,519,2026-09-15
PL-10,P-011004,6806,4,5016,212,2026-09-15
PL-18,P-002418,25730,36,6126,648,2026-09-15
PL-13,P-000114,5324,8,211,448,2026-09-15
PL-20,P-004724,23520,18,12613,330,2026-09-15
PL-18,P-007186,31892,27,2389,388,2026-09-15
PL-09,P-004922,11764,0,6642,1351,2026-09-15
PL-05,P-001310,18991,10,1237,265,2026-09-15
PL-17,P-011360,8680,38,13181,291,2026-09-15
PL-19,P-008127,8586,38,5577,175,2026-09-15
PL-13,P-005394,25650,5,3675,370,2026-09-15
PL-16,P-009332,16962,22,16008,2213,2026-09-15
PL-03,P-005919,26612,7,3308,75,2026-09-15
PL-16,P-000624,16009,20,3737,713,2026-09-15
PL-05,P-005007,9838,10,5194,154,2026-09-15
PL-19,P-006172,15333,27,2226,1215,2026-09-15
PL-12,P-000213,1464,4,7355,624,2026-09-15
PL-08,P-006650,39558,8,8715,525,2026-09-15
PL-04,P-004106,155,6,6829,855,2026-09-15
PL-09,P-004910,5193,38,9241,507,2026-09-15
PL-08,P-010603,2280,1,5748,402,2026-09-15
PL-18,P-000358,31461,18,13239,491,2026-09-15
PL-14,P-008648,6967,6,16727,236,2026-09-15
PL-14,P-006090,9422,2,6306,1036,2026-09-15
PL-15,P-004817,30420,36,5410,850,2026-09-15
PL-06,P-005845,23821,34,4247,783,2026-09-15
PL-06,P-007399,8859,39,530,1766,2026-09-15
PL-11,P-002859,31982,26,17969,1346,2026-09-15
PL-09,P-011522,39483,2,12297,186,2026-09-15
PL-05,P-003653,14163,22,13337,114,2026-09-15
PL-15,P-003882,18801,11,16488,334,2026-09-15
PL-08,P-010845,19723,27,8581,221,2026-09-15
PL-16,P-008642,27729,1,14066,776,2026-09-15
PL-13,P-006030,23484,12,6338,283,2026-09-15
PL-14,P-007066,22821,12,677,732,2026-09-15
PL-14,P-002796,36672,6,1937,659,2026-09-15
PL-03,P-010433,3000,8,8870,661,2026-09-15
PL-18,P-000940,6792,27,8011,954,2026-09-15
PL-02,P-004819,31182,10,12369,659,2026-09-15
PL-14,P-011953,10835,6,4034,140,2026-09-15
PL-09,P-005296,20145,14,8275,395,2026-09-15
PL-02,P-004816,16164,2,11874,473,2026-09-15
PL-12,P-004099,2045,30,3499,554,2026-09-15
PL-06,P-008193,13491,8,16959,133,2026-09-15
PL-03,P-008354,10933,42,14304,360,2026-09-15
PL-20,P-008070,16282,23,17148,26,2026-09-15
PL-12,P-005897,37651,29,12279,175,2026-09-15
PL-17,P-002906,30991,14,17899,273,2026-09-15
PL-10,P-000770,6488,36,6603,382,2026-09-15
PL-15,P-005354,32486,26,12834,979,2026-09-15
PL-02,P-010939,12981,35,6927,675,2026-09-15
PL-05,P-010628,29051,41,11283,1764,2026-09-15
PL-04,P-007816,32201,11,11736,1404,2026-09-15
PL-11,P-002562,31321,8,16915,182,2026-09-15
PL-13,P-008125,36942,32,9519,801,2026-09-15
PL-13,P-011428,29554,40,10037,724,2026-09-15
PL-02,P-003695,35155,35,2601,91,2026-09-15
PL-02,P-000591,13581,29,8671,199,2026-09-15
PL-14,P-005727,26024,11,13975,452,2026-09-15
PL-02,P-010035,39844,16,17976,336,2026-09-15
PL-12,P-003110,4044,37,5977,187,2026-09-15
PL-13,P-003850,39860,38,6139,290,2026-09-15
PL-18,P-009336,30485,38,4158,1058,2026-09-15
PL-12,P-011725,34522,0,13312,775,2026-09-15
PL-02,P-003587,1604,13,4184,1541,2026-09-15
PL-03,P-005515,28590,17,681,109,2026-09-15
PL-11,P-006553,33013,10,111,1583,2026-09-15
PL-15,P-010951,29747,6,5292,1685,2026-09-15
PL-14,P-006541,29525,11,8886,495,2026-09-15
PL-02,P-009539,6602,21,684,225,2026-09-15
PL-06,P-006439,19905,23,6408,1778,2026-09-15
PL-08,P-004730,10026,2,1962,373,2026-09-15
PL-13,P-009101,5873,38,1001,571,2026-09-15
PL-02,P-005409,12161,26,4384,177,2026-09-15
PL-02,P-001707,4734,11,6635,207,2026-09-15
PL-14,P-006771,27519,3,15052,866,2026-09-15
PL-07,P-002675,15022,12,6747,796,2026-09-15
PL-10,P-003652,10515,23,9817,649,2026-09-15
PL-16,P-009667,4524,32,3998,313,2026-09-15
PL-08,P-002361,33829,9,11982,662,2026-09-15
PL-10,P-002275,30065,14,3812,1210,2026-09-15
PL-10,P-000097,21948,39,7892,266,2026-09-15
PL-11,P-011926,8419,37,49,584,2026-09-15
PL-14,P-011995,4301,9,13012,773,2026-09-15
PL-02,P-010587,27740,34,17643,1162,2026-09-15
PL-06,P-000878,22320,21,12590,631,2026-09-15
PL-17,P-008826,18858,39,1548,200,2026-09-15
PL-01,P-011763,34826,19,9489,1119,2026-09-15
PL-13,P-000788,15852,12,11865,1050,2026-09-15
PL-01,P-000196,16116,38,2288,1133,2026-09-15
PL-20,P-008648,5243,11,1438,316,2026-09-15
PL-16,P-010477,11121,0,9246,668,2026-09-15
PL-01,P-002118,13198,18,4827,506,2026-09-15
PL-10,P-006825,1995,39,6213,354,2026-09-15
PL-10,P-011548,10117,18,5950,706,2026-09-15
PL-05,P-007562,10545,31,11105,1304,2026-09-15
PL-10,P-000201,21981,42,16268,554,2026-09-15
PL-11,P-011368,30836,16,12006,140,2026-09-15
PL-03,P-000259,7828,41,17840,457,2026-09-15
PL-06,P-011679,36384,21,16517,1026,2026-09-15
PL-19,P-000117,32740,6,6106,324,2026-09-15
PL-13,P-002269,36281,27,430,278,2026-09-15
PL-04,P-009536,35709,20,11735,635,2026-09-15
PL-01,P-000115,4649,11,6326,1434,2026-09-15
PL-10,P-000217,21766,37,3365,921,2026-09-15
PL-17,P-006567,37787,22,17193,431,2026-09-15
PL-16,P-010347,37741,28,9622,155,2026-09-15
PL-16,P-010915,23380,24,8652,217,2026-09-15
PL-14,P-008698,21027,5,11209,124,2026-09-15
PL-19,P-011404,36171,41,11893,332,2026-09-15
PL-20,P-004822,20734,23,4450,863,2026-09-15
PL-12,P-007761,4433,27,5904,885,2026-09-15
PL-10,P-006921,20591,18,12114,68,2026-09-15
PL-19,P-006288,1655,3,2096,1513,2026-09-15
PL-18,P-007946,2992,28,1860,532,2026-09-15
PL-16,P-009608,7784,3,4917,688,2026-09-15
PL-19,P-003484,23544,10,1161,962,2026-09-15
PL-01,P-002093,34419,38,4536,1313,2026-09-15
PL-02,P-000007,35491,12,40,124,2026-09-15
PL-04,P-005066,38323,0,214,702,2026-09-15
PL-03,P-011037,13413,29,11456,1075,2026-09-15
PL-13,P-002822,17636,23,3434,705,2026-09-15
PL-10,P-005790,15542,34,15708,755,2026-09-15
PL-01,P-011534,15151,0,10394,170,2026-09-15
PL-07,P-005861,34092,39,5667,872,2026-09-15
PL-19,P-002113,3034,8,9954,454,2026-09-15
PL-06,P-000521,12972,3,12213,749,2026-09-15
PL-02,P-003079,33379,12,7637,249,2026-09-15
PL-11,P-002177,22257,0,11696,865,2026-09-15
PL-13,P-004500,8932,14,14770,1022,2026-09-15
PL-14,P-002563,28791,41,17774,173,2026-09-15
PL-02,P-007075,38420,32,10352,842,2026-09-15
PL-03,P-001226,32295,27,16474,367,2026-09-15
PL-01,P-011415,30790,31,13771,455,2026-09-15
PL-07,P-004864,26365,33,1822,267,2026-09-15
PL-11,P-009580,32793,16,14928,1296,2026-09-15
PL-07,P-007086,13719,35,13873,973,2026-09-15
PL-10,P-007949,24254,0,16885,493,2026-09-15
PL-10,P-009148,35088,38,13496,75,2026-09-15
PL-13,P-005471,15412,11,625,202,2026-09-15
PL-09,P-001240,21097,37,8756,158,2026-09-15
PL-20,P-010363,20709,25,4022,605,2026-09-15
PL-08,P-006864,6552,17,6236,1098,2026-09-15
PL-14,P-001327,13391,11,7592,232,2026-09-15
PL-10,P-007899,16466,9,13139,891,2026-09-15
PL-10,P-006338,15318,18,8158,367,2026-09-15
PL-19,P-002878,23225,34,14521,1523,2026-09-15
PL-01,P-007063,6333,7,17991,1486,2026-09-15
PL-15,P-010072,24262,22,16488,1655,2026-09-15
PL-16,P-003991,27577,8,1526,547,2026-09-15
PL-11,P-009921,19614,33,16718,585,2026-09-15
PL-12,P-004311,23132,15,266,94,2026-09-15
PL-11,P-004386,38735,27,2132,989,2026-09-15
PL-13,P-009627,14352,41,16943,293,2026-09-15
PL-14,P-001782,15942,3,6070,738,2026-09-15
PL-12,P-011551,11269,3,8535,383,2026-09-15
PL-08,P-002655,3874,33,9814,948,2026-09-15
PL-08,P-006250,35437,27,258,738,2026-09-15
PL-04,P-005258,24322,12,17797,127,2026-09-15
PL-18,P-006001,38608,19,13088,1330,2026-09-15
PL-19,P-004204,25831,28,10351,1054,2026-09-15
PL-11,P-004821,31590,29,5931,851,2026-09-15
PL-09,P-006843,27424,41,4325,397,2026-09-15
PL-04,P-002239,27691,30,2036,815,2026-09-15
PL-01,P-010935,17838,31,6431,474,2026-09-15
PL-20,P-000262,15088,32,15728,2008,2026-09-15
PL-09,P-010177,29647,22,8646,1250,2026-09-15
PL-01,P-011598,22540,7,12069,857,2026-09-15
PL-16,P-001149,17633,23,17531,946,2026-09-15
PL-08,P-000217,32772,22,10542,641,2026-09-15
PL-08,P-004240,20797,13,5794,610,2026-09-15
PL-12,P-002287,27951,42,16338,944,2026-09-15
PL-01,P-006116,17379,3,2957,854,2026-09-15
PL-16,P-006562,21590,15,7351,239,2026-09-15
PL-12,P-010298,12253,39,6455,585,2026-09-15
PL-05,P-004284,21287,42,11475,184,2026-09-15
PL-20,P-001399,26088,3,11019,729,2026-09-15
PL-17,P-009657,36649,19,7286,206,2026-09-15
PL-11,P-003601,25639,7,8692,143,2026-09-15
PL-01,P-010960,16784,19,15722,816,2026-09-15
PL-15,P-008918,4542,32,14312,279,2026-09-15
PL-19,P-007357,11757,19,16830,156,2026-09-15
PL-12,P-009821,34000,24,13806,446,2026-09-15
PL-02,P-001470,22339,17,14198,1197,2026-09-15
PL-19,P-001774,32715,5,7147,210,2026-09-15
PL-01,P-000772,12476,32,16146,320,2026-09-15
PL-08,P-004255,15468,23,16314,118,2026-09-15
PL-07,P-011878,8811,10,13284,328,2026-09-15
PL-05,P-007819,29694,33,5086,865,2026-09-15
PL-12,P-002771,21663,13,522,1409,2026-09-15
PL-08,P-009765,39442,35,4050,1084,2026-09-15
PL-16,P-003048,11817,10,6133,578,2026-09-15
PL-14,P-003976,26101,17,612,614,2026-09-15
PL-11,P-011240,17520,3,4951,1033,2026-09-15
PL-01,P-009479,25250,0,4407,958,2026-09-15
PL-17,P-005268,6031,15,11311,312,2026-09-15
PL-11,P-009310,29018,30,921,119,2026-09-15
PL-11,P-007094,24140,36,3821,1536,2026-09-15
PL-10,P-010228,13330,41,14680,451,2026-09-15
PL-01,P-011641,31978,33,4552,534,2026-09-15
PL-11,P-004847,39406,4,3843,284,2026-09-15
PL-03,P-001030,14553,33,9750,99,2026-09-15
PL-18,P-004750,28895,21,14554,135,2026-09-15
PL-06,P-004212,15330,37,13654,485,2026-09-15
PL-04,P-004145,22023,24,1881,324,2026-09-15
PL-12,P-009037,26276,24,11526,336,2026-09-15
PL-07,P-000629,18110,40,6706,170,2026-09-15
PL-18,P-004852,38709,38,16479,1177,2026-09-15
PL-12,P-010614,27856,27,14383,938,2026-09-15
PL-19,P-004654,9356,40,3187,168,2026-09-15
PL-20,P-007993,16759,39,13538,779,2026-09-15
PL-15,P-006895,25975,3,2100,1571,2026-09-15
PL-10,P-005588,29034,15,3829,1885,2026-09-15
PL-03,P-003978,6919,42,14220,349,2026-09-15
PL-15,P-009962,31422,2,12030,1156,2026-09-15
PL-15,P-003515,39030,15,15061,428,2026-09-15
PL-17,P-003143,26253,13,258,870,2026-09-15
PL-03,P-007418,28217,31,14880,289,2026-09-15
PL-11,P-011835,33143,37,4723,626,2026-09-15
PL-12,P-004862,27113,29,2757,740,2026-09-15
PL-05,P-003666,28699,34,1803,481,2026-09-15
PL-07,P-002210,14174,28,2644,1111,2026-09-15
PL-05,P-001045,23604,27,10824,694,2026-09-15
PL-04,P-007944,28596,38,5953,622,2026-09-15
PL-01,P-002183,26466,42,11362,1308,2026-09-15
PL-05,P-001669,15433,18,17788,474,2026-09-15
PL-04,P-009849,13794,13,13432,1427,2026-09-15
PL-12,P-003260,25280,1,8416,1379,2026-09-15
PL-16,P-003418,35484,3,11389,1122,2026-09-15
PL-17,P-001198,22903,19,16075,861,2026-09-15
PL-15,P-004772,35186,28,6900,1414,2026-09-15
PL-04,P-006182,9193,20,3682,1176,2026-09-15
PL-16,P-007622,14934,32,2817,812,2026-09-15
PL-14,P-007049,10807,32,12592,178,2026-09-15
PL-12,P-010808,23403,10,311,1363,2026-09-15
PL-09,P-005092,21889,11,8937,202,2026-09-15
PL-18,P-003141,17176,19,96,330,2026-09-15
PL-18,P-005824,32227,28,10693,148,2026-09-15
PL-15,P-002359,14395,25,13089,1513,2026-09-15
PL-14,P-006256,6240,18,8032,318,2026-09-15
PL-02,P-001736,10167,31,362,637,2026-09-15
PL-19,P-006741,7152,40,4072,1760,2026-09-15
PL-15,P-004935,13108,18,8719,477,2026-09-15
PL-04,P-007467,30739,19,3617,228,2026-09-15
PL-17,P-008650,12385,40,16734,241,2026-09-15
PL-04,P-000637,3024,14,15967,320,2026-09-15
PL-19,P-011597,14655,39,614,205,2026-09-15
PL-16,P-008420,6290,29,16409,804,2026-09-15
PL-19,P-011434,20247,25,13722,357,2026-09-15
PL-09,P-003724,7787,42,13477,707,2026-09-15
PL-10,P-002153,17990,1,6089,1344,2026-09-15
PL-16,P-009850,15511,39,13569,1910,2026-09-15
PL-19,P-011516,8037,4,14784,570,2026-09-15
PL-18,P-006103,35431,9,3019,713,2026-09-15
PL-10,P-005102,32082,40,10467,983,2026-09-15
PL-14,P-001411,14528,40,222,1149,2026-09-15
PL-10,P-002516,323,16,3980,570,2026-09-15
PL-09,P-005017,4039,37,898,1547,2026-09-15
PL-02,P-010332,34579,17,13311,1222,2026-09-15
PL-03,P-010311,27270,12,4092,436,2026-09-15
PL-04,P-003324,16882,26,17778,310,2026-09-15
PL-08,P-002859,26340,10,5008,1010,2026-09-15
PL-13,P-008562,2988,16,12780,1657,2026-09-15
PL-07,P-006694,32271,36,7261,145,2026-09-15
PL-15,P-001915,10118,4,12959,1148,2026-09-15
PL-03,P-005933,32746,27,3653,352,2026-09-15
PL-08,P-001542,18345,26,105,192,2026-09-15
PL-06,P-001775,21961,32,5055,436,2026-09-15
PL-07,P-001922,34989,1,14671,1248,2026-09-15
PL-11,P-011957,6904,18,3499,671,2026-09-15
PL-01,P-006993,1383,7,203,932,2026-09-15
PL-17,P-002717,34469,7,12063,532,2026-09-15
PL-14,P-003954,11422,21,4589,1736,2026-09-15
PL-07,P-010328,33748,29,4650,177,2026-09-15
PL-08,P-010304,1209,12,14399,155,2026-09-15
PL-18,P-004272,37914,11,15263,465,2026-09-15
PL-14,P-005668,39244,18,17217,1298,2026-09-15
PL-04,P-007120,33,13,12843,527,2026-09-15
PL-05,P-006981,36471,1,9283,866,2026-09-15
PL-18,P-005157,27206,2,293,135,2026-09-15
PL-03,P-008590,25596,29,12293,261,2026-09-15
PL-13,P-002851,27397,38,16772,459,2026-09-15
PL-15,P-003836,9033,8,5695,500,2026-09-15
PL-11,P-001190,13341,28,14835,1178,2026-09-15
PL-06,P-007682,24859,5,9344,319,2026-09-15
PL-12,P-006985,37895,40,2543,170,2026-09-15
PL-20,P-002939,10149,8,15829,235,2026-09-15
PL-03,P-003172,25199,5,17122,542,2026-09-15
PL-17,P-011667,11073,35,16349,211,2026-09-15
PL-05,P-005194,12052,35,5244,594,2026-09-15
PL-01,P-004307,19127,0,8457,1211,2026-09-15
PL-13,P-007520,3838,38,13580,886,2026-09-15
PL-08,P-010096,2863,14,4529,596,2026-09-15
PL-19,P-011361,19412,7,17644,840,2026-09-15
PL-19,P-003353,34512,7,10294,1030,2026-09-15
PL-16,P-003650,29296,30,17591,241,2026-09-15
PL-20,P-007168,20856,38,1272,430,2026-09-15
PL-17,P-000342,21580,39,8016,896,2026-09-15
PL-09,P-007082,37746,39,1472,210,2026-09-15
PL-01,P-006109,39883,9,9373,319,2026-09-15
PL-01,P-002304,37607,38,13172,780,2026-09-15
PL-10,P-009472,7769,37,11091,439,2026-09-15
PL-17,P-009034,29349,13,1150,1388,2026-09-15
PL-17,P-003459,3979,2,4998,206,2026-09-15
PL-15,P-001461,16,11,13194,403,2026-09-15
PL-16,P-000823,22854,31,4129,1654,2026-09-15
PL-20,P-006980,17586,17,1238,363,2026-09-15
PL-09,P-003910,24335,18,526,1350,2026-09-15
PL-09,P-011210,4259,40,9973,254,2026-09-15
PL-11,P-000212,7908,42,118,671,2026-09-15
PL-20,P-003367,39645,24,261,168,2026-09-15
PL-16,P-009699,14863,19,7268,326,2026-09-15
PL-13,P-003551,23198,20,1226,653,2026-09-15
PL-16,P-008958,13257,42,16099,582,2026-09-15
