customer_id,customer_name,customer_type,region,country,tier_rank,otif_target_pct,penalty_usd_per_day,annual_revenue_usd,contract_type
C-02765,Baltia Motors 02765,OEM,EMEA-W,Italy,127,98,6490,37600000,LTA
C-02766,Kestrel Motors 02766,OEM,EMEA-E,Poland,464,98,54856,59700000,LTA
C-02767,Cordis Distribution 02767,Distributor,APAC-SE,Thailand,101,95,3753,700000,LTA
C-02768,Vantage Motors 02768,OEM,APAC-IN,India,400,98,15199,24800000,LTA
C-02769,Orion Motors 02769,OEM,EMEA-E,Romania,473,98,27463,47100000,consignment
C-02770,Atlas Motors 02770,OEM,NA-US,United States,332,98,54785,63500000,spot
C-02771,Norvia Motors 02771,OEM,EMEA-E,Poland,402,98,56871,83300000,LTA
C-02772,Bluepeak Motors 02772,OEM,APAC-SE,Vietnam,72,98,42979,76400000,LTA
C-02773,Vantage Distribution 02773,Distributor,APAC-SE,Indonesia,447,95,157,700000,consignment
C-02774,Kestrel Motors 02774,OEM,NA-US,United States,475,98,56877,25600000,spot
C-02775,Vantage Distribution 02775,Distributor,EMEA-W,France,340,95,1813,1400000,spot
C-02776,Bluepeak Systems 02776,Tier-1,APAC-SE,Vietnam,487,95,2273,5400000,LTA
C-02777,Vantage Systems 02777,Tier-1,NA-US,United States,371,95,3622,5700000,LTA
C-02778,Orion Distribution 02778,Distributor,EMEA-W,France,360,95,335,1100000,spot
C-02779,Norvia Distribution 02779,Aftermarket,NA-MX,Mexico,405,95,712,1300000,consignment
C-02780,Vantage Distribution 02780,Aftermarket,APAC-SE,Thailand,231,95,2777,1400000,LTA
C-02781,Norvia Systems 02781,Tier-1,SA,Argentina,437,95,3227,1200000,LTA
C-02782,Orion Distribution 02782,Aftermarket,APAC-IN,India,461,95,601,4400000,LTA
C-02783,Vantage Distribution 02783,Aftermarket,APAC-NE,China,381,95,3276,2100000,consignment
C-02784,Bluepeak Motors 02784,OEM,NA-US,United States,43,98,31509,62500000,spot
C-02785,Delantra Motors 02785,OEM,EMEA-W,Germany,325,98,17420,69300000,consignment
C-02786,Delantra Systems 02786,Tier-1,SA,Brazil,232,95,3692,1300000,LTA
C-02787,Norvia Motors 02787,OEM,SA,Brazil,142,98,16926,20900000,spot
C-02788,Vantage Distribution 02788,Distributor,APAC-IN,India,123,95,2449,4600000,LTA
C-02789,Kestrel Distribution 02789,Aftermarket,SA,Argentina,448,95,1043,2400000,spot
C-02790,Sumida Systems 02790,Tier-1,NA-US,United States,404,95,3594,5300000,spot
C-02791,Cordis Distribution 02791,Aftermarket,APAC-NE,Taiwan,115,95,2273,2400000,LTA
C-02792,Orion Motors 02792,OEM,APAC-SE,Malaysia,302,98,22763,20000000,LTA
C-02793,Vantage Distribution 02793,Distributor,APAC-SE,Thailand,405,95,2472,3500000,spot
C-02794,Atlas Distribution 02794,Distributor,NA-US,United States,274,95,2454,500000,spot
C-02795,Vantage Motors 02795,OEM,APAC-IN,India,420,98,43406,87900000,consignment
C-02796,Bluepeak Distribution 02796,Distributor,EMEA-W,France,104,95,1054,1700000,LTA
C-02797,Kestrel Distribution 02797,Aftermarket,APAC-IN,India,36,95,2679,1800000,LTA
C-02798,Vantage Distribution 02798,Distributor,SA,Argentina,309,95,2111,4400000,LTA
C-02799,Bluepeak Motors 02799,OEM,APAC-NE,South Korea,172,98,26987,86400000,LTA
C-02800,Baltia Distribution 02800,Aftermarket,NA-US,United States,198,95,3641,200000,spot
C-02801,Cordis Systems 02801,Tier-1,APAC-NE,South Korea,147,95,2293,3800000,LTA
C-02802,Bluepeak Distribution 02802,Aftermarket,EMEA-W,Italy,234,95,1892,1300000,consignment
C-02803,Orion Motors 02803,OEM,EMEA-E,Romania,353,98,50819,43900000,spot
C-02804,Kestrel Systems 02804,Tier-1,SA,Brazil,323,95,2182,800000,spot
C-02805,Sumida Systems 02805,Tier-1,SA,Brazil,438,95,1807,5900000,consignment
C-02806,Bluepeak Motors 02806,OEM,APAC-SE,Malaysia,470,98,41352,37900000,LTA
C-02807,Atlas Distribution 02807,Aftermarket,NA-US,United States,484,95,3958,4900000,LTA
C-02808,Baltia Motors 02808,OEM,EMEA-E,Poland,65,98,48897,72100000,spot
C-02809,Bluepeak Systems 02809,Tier-1,SA,Brazil,48,95,2556,2400000,LTA
C-02810,Kestrel Motors 02810,OEM,EMEA-E,Romania,43,98,19146,22500000,consignment
C-02811,Orion Motors 02811,OEM,APAC-IN,India,333,98,16851,18200000,LTA
C-02812,Orion Motors 02812,OEM,EMEA-E,Poland,23,98,46111,23500000,spot
C-02813,Orion Distribution 02813,Distributor,EMEA-W,Italy,195,95,3946,2800000,LTA
C-02814,Orion Motors 02814,OEM,APAC-IN,India,283,98,33328,28900000,LTA
C-02815,Sumida Distribution 02815,Distributor,APAC-NE,Taiwan,318,95,3211,2900000,consignment
C-02816,Atlas Systems 02816,Tier-1,NA-MX,Mexico,448,95,2356,1600000,spot
C-02817,Delantra Systems 02817,Tier-1,EMEA-E,Czechia,130,95,922,1000000,spot
C-02818,Orion Distribution 02818,Distributor,APAC-IN,India,99,95,1892,400000,consignment
C-02819,Bluepeak Motors 02819,OEM,EMEA-W,Italy,98,98,39988,56700000,LTA
C-02820,Baltia Distribution 02820,Aftermarket,APAC-IN,India,264,95,3452,1400000,spot
C-02821,Sumida Distribution 02821,Distributor,NA-US,United States,83,95,1710,2400000,LTA
C-02822,Delantra Motors 02822,OEM,NA-US,United States,477,98,16806,9900000,LTA
C-02823,Sumida Motors 02823,OEM,NA-MX,Mexico,261,98,54961,78900000,consignment
C-02824,Cordis Distribution 02824,Distributor,NA-MX,Mexico,417,95,981,2300000,LTA
C-02825,Vantage Systems 02825,Tier-1,SA,Brazil,460,95,1776,3200000,spot
C-02826,Baltia Systems 02826,Tier-1,EMEA-E,Turkey,63,95,2763,5400000,spot
C-02827,Kestrel Motors 02827,OEM,NA-US,United States,237,98,54194,83000000,LTA
C-02828,Norvia Motors 02828,OEM,EMEA-W,Italy,275,98,54588,36700000,LTA
C-02829,Bluepeak Motors 02829,OEM,SA,Argentina,201,98,33405,46700000,LTA
C-02830,Delantra Distribution 02830,Aftermarket,APAC-IN,India,452,95,415,4800000,LTA
C-02831,Delantra Systems 02831,Tier-1,SA,Brazil,295,95,3160,4600000,LTA
C-02832,Kestrel Distribution 02832,Distributor,EMEA-W,Germany,292,95,1610,2000000,spot
C-02833,Baltia Motors 02833,OEM,EMEA-W,France,198,98,52768,3600000,spot
C-02834,Norvia Motors 02834,OEM,NA-US,United States,120,98,52102,31300000,LTA
C-02835,Delantra Motors 02835,OEM,EMEA-E,Romania,255,98,38607,36500000,LTA
C-02836,Orion Distribution 02836,Distributor,NA-US,United States,188,95,811,5000000,LTA
C-02837,Bluepeak Motors 02837,OEM,EMEA-E,Poland,494,98,26649,24600000,LTA
C-02838,Kestrel Distribution 02838,Distributor,NA-MX,Mexico,22,95,237,5200000,spot
C-02839,Sumida Systems 02839,Tier-1,SA,Argentina,317,95,632,2300000,consignment
C-02840,Sumida Motors 02840,OEM,EMEA-E,Turkey,449,98,42488,56300000,LTA
C-02841,Kestrel Motors 02841,OEM,NA-MX,Mexico,83,98,26934,59200000,consignment
C-02842,Cordis Systems 02842,Tier-1,NA-MX,Mexico,276,95,2420,2800000,LTA
C-02843,Sumida Distribution 02843,Distributor,EMEA-W,Italy,80,95,161,600000,consignment
C-02844,Bluepeak Distribution 02844,Aftermarket,APAC-NE,China,325,95,2988,2700000,LTA
C-02845,Baltia Motors 02845,OEM,APAC-NE,Taiwan,296,98,27625,31500000,spot
C-02846,Atlas Systems 02846,Tier-1,NA-MX,Mexico,186,95,3208,1300000,spot
C-02847,Bluepeak Motors 02847,OEM,APAC-IN,India,168,98,47035,86700000,LTA
C-02848,Vantage Systems 02848,Tier-1,SA,Brazil,125,95,4,700000,consignment
C-02849,Cordis Distribution 02849,Distributor,NA-US,United States,498,95,192,2800000,LTA
C-02850,Baltia Motors 02850,OEM,APAC-SE,Thailand,138,98,36452,73100000,LTA
C-02851,Cordis Distribution 02851,Aftermarket,EMEA-W,Spain,87,95,3534,2200000,LTA
C-02852,Cordis Systems 02852,Tier-1,EMEA-W,France,499,95,1876,500000,LTA
C-02853,Baltia Motors 02853,OEM,APAC-SE,Vietnam,313,98,57056,24700000,consignment
C-02854,Orion Motors 02854,OEM,SA,Brazil,456,98,16547,31900000,LTA
C-02855,Orion Distribution 02855,Aftermarket,EMEA-W,Italy,154,95,847,2300000,spot
C-02856,Atlas Systems 02856,Tier-1,EMEA-E,Turkey,145,95,3560,800000,spot
C-02857,Sumida Systems 02857,Tier-1,APAC-SE,Thailand,33,95,3039,400000,LTA
C-02858,Cordis Motors 02858,OEM,NA-MX,Mexico,174,98,43856,50400000,LTA
C-02859,Atlas Motors 02859,OEM,NA-MX,Mexico,154,98,10468,39100000,spot
C-02860,Kestrel Distribution 02860,Aftermarket,NA-US,United States,289,95,2281,3200000,LTA
C-02861,Orion Motors 02861,OEM,NA-MX,Mexico,211,98,16693,83200000,spot
C-02862,Norvia Distribution 02862,Aftermarket,APAC-SE,Vietnam,120,95,2527,1900000,spot
C-02863,Vantage Distribution 02863,Distributor,EMEA-W,Italy,100,95,3078,3600000,consignment
C-02864,Bluepeak Motors 02864,OEM,EMEA-W,France,256,98,49007,41700000,LTA
C-02865,Orion Systems 02865,Tier-1,APAC-NE,Taiwan,417,95,883,1600000,spot
C-02866,Cordis Motors 02866,OEM,SA,Brazil,30,98,37113,42200000,spot
C-02867,Atlas Distribution 02867,Distributor,NA-US,United States,180,95,2878,5600000,spot
C-02868,Bluepeak Distribution 02868,Distributor,NA-US,United States,293,95,3326,3900000,consignment
C-02869,Vantage Distribution 02869,Distributor,NA-US,United States,114,95,291,1000000,LTA
C-02870,Delantra Motors 02870,OEM,EMEA-E,Czechia,472,98,15873,79700000,LTA
C-02871,Delantra Distribution 02871,Distributor,EMEA-W,Germany,355,95,733,2000000,consignment
C-02872,Delantra Motors 02872,OEM,NA-US,United States,385,98,28033,42800000,spot
C-02873,Vantage Distribution 02873,Distributor,NA-US,United States,176,95,2696,3600000,LTA
C-02874,Baltia Distribution 02874,Distributor,APAC-IN,India,269,95,2871,100000,consignment
C-02875,Baltia Motors 02875,OEM,EMEA-E,Romania,116,98,41187,44800000,LTA
C-02876,Kestrel Motors 02876,OEM,APAC-SE,Indonesia,446,98,55822,28400000,consignment
C-02877,Atlas Motors 02877,OEM,APAC-NE,China,144,98,51885,30700000,LTA
C-02878,Kestrel Motors 02878,OEM,NA-US,United States,192,98,12295,48600000,LTA
C-02879,Baltia Distribution 02879,Aftermarket,APAC-SE,Malaysia,356,95,1959,3100000,LTA
C-02880,Kestrel Motors 02880,OEM,EMEA-W,Spain,421,98,58956,14600000,LTA
C-02881,Kestrel Distribution 02881,Aftermarket,APAC-IN,India,55,95,2919,5100000,LTA
C-02882,Delantra Motors 02882,OEM,APAC-IN,India,203,98,52993,42300000,consignment
C-02883,Vantage Distribution 02883,Aftermarket,NA-US,United States,487,95,2104,1900000,consignment
C-02884,Kestrel Motors 02884,OEM,NA-US,United States,295,98,44860,54700000,spot
C-02885,Orion Systems 02885,Tier-1,APAC-NE,Taiwan,453,95,602,5000000,consignment
C-02886,Delantra Motors 02886,OEM,EMEA-E,Turkey,28,98,8792,48300000,spot
C-02887,Orion Distribution 02887,Distributor,APAC-SE,Thailand,129,95,3309,5700000,LTA
C-02888,Baltia Distribution 02888,Aftermarket,NA-US,United States,495,95,2329,1000000,consignment
C-02889,Bluepeak Distribution 02889,Distributor,EMEA-W,Germany,110,95,716,4100000,consignment
C-02890,Orion Motors 02890,OEM,EMEA-W,Germany,128,98,25712,78200000,consignment
C-02891,Cordis Distribution 02891,Aftermarket,NA-US,United States,459,95,1773,4100000,LTA
C-02892,Bluepeak Distribution 02892,Aftermarket,APAC-SE,Vietnam,253,95,2505,4900000,LTA
C-02893,Atlas Distribution 02893,Aftermarket,EMEA-W,Italy,271,95,2615,4200000,consignment
C-02894,Bluepeak Systems 02894,Tier-1,APAC-IN,India,133,95,1434,100000,spot
C-02895,Atlas Systems 02895,Tier-1,APAC-SE,Malaysia,319,95,999,5000000,spot
C-02896,Atlas Distribution 02896,Distributor,SA,Brazil,272,95,1963,5700000,LTA
C-02897,Delantra Systems 02897,Tier-1,SA,Brazil,225,95,3229,900000,spot
C-02898,Orion Distribution 02898,Distributor,APAC-SE,Thailand,124,95,1735,1200000,LTA
C-02899,Cordis Motors 02899,OEM,EMEA-E,Turkey,324,98,51780,51600000,spot
C-02900,Cordis Distribution 02900,Distributor,EMEA-E,Romania,410,95,3401,3100000,LTA
C-02901,Orion Motors 02901,OEM,APAC-SE,Vietnam,389,98,57123,15100000,LTA
C-02902,Baltia Motors 02902,OEM,SA,Brazil,343,98,26222,3400000,consignment
C-02903,Delantra Motors 02903,OEM,SA,Argentina,258,98,34626,30100000,LTA
C-02904,Cordis Motors 02904,OEM,APAC-SE,Vietnam,209,98,30295,62700000,LTA
C-02905,Cordis Motors 02905,OEM,APAC-NE,China,146,98,16204,28900000,spot
C-02906,Bluepeak Motors 02906,OEM,APAC-SE,Vietnam,337,98,29011,32500000,LTA
C-02907,Bluepeak Systems 02907,Tier-1,NA-US,United States,57,95,1291,1200000,consignment
C-02908,Norvia Motors 02908,OEM,EMEA-E,Poland,311,98,46808,54600000,LTA
C-02909,Vantage Distribution 02909,Aftermarket,SA,Argentina,251,95,1320,1300000,consignment
C-02910,Baltia Distribution 02910,Distributor,NA-MX,Mexico,448,95,3519,3600000,LTA
C-02911,Bluepeak Distribution 02911,Distributor,EMEA-W,Spain,451,95,60,500000,LTA
C-02912,Orion Motors 02912,OEM,EMEA-W,France,357,98,7282,48200000,consignment
C-02913,Vantage Motors 02913,OEM,APAC-IN,India,490,98,36746,66100000,LTA
C-02914,Bluepeak Systems 02914,Tier-1,EMEA-E,Poland,274,95,1114,1500000,LTA
C-02915,Orion Motors 02915,OEM,APAC-IN,India,331,98,25968,53300000,LTA
C-02916,Cordis Systems 02916,Tier-1,EMEA-W,Spain,217,95,695,2300000,LTA
C-02917,Bluepeak Motors 02917,OEM,EMEA-E,Czechia,431,98,39263,15600000,LTA
C-02918,Delantra Distribution 02918,Aftermarket,SA,Brazil,471,95,904,4800000,consignment
C-02919,Baltia Systems 02919,Tier-1,NA-MX,Mexico,151,95,1413,5200000,spot
C-02920,Cordis Distribution 02920,Distributor,NA-US,United States,153,95,3589,2900000,LTA
C-02921,Norvia Systems 02921,Tier-1,APAC-SE,Vietnam,327,95,2266,600000,LTA
C-02922,Orion Systems 02922,Tier-1,NA-US,United States,53,95,2668,5400000,LTA
C-02923,Vantage Distribution 02923,Aftermarket,SA,Argentina,92,95,1222,700000,spot
C-02924,Orion Motors 02924,OEM,EMEA-E,Poland,399,98,42147,57300000,spot
C-02925,Sumida Motors 02925,OEM,NA-US,United States,215,98,59199,18100000,spot
C-02926,Kestrel Systems 02926,Tier-1,APAC-NE,China,454,95,3126,5000000,spot
C-02927,Norvia Motors 02927,OEM,APAC-NE,Japan,335,98,26556,6300000,LTA
C-02928,Norvia Distribution 02928,Aftermarket,NA-US,United States,158,95,447,3500000,LTA
C-02929,Vantage Distribution 02929,Aftermarket,NA-MX,Mexico,148,95,216,4300000,consignment
C-02930,Delantra Motors 02930,OEM,APAC-NE,South Korea,195,98,28882,38000000,consignment
C-02931,Baltia Motors 02931,OEM,SA,Argentina,24,98,57075,8300000,spot
C-02932,Delantra Motors 02932,OEM,EMEA-W,Germany,433,98,56044,59200000,LTA
C-02933,Atlas Systems 02933,Tier-1,APAC-NE,Taiwan,83,95,2904,5600000,LTA
C-02934,Norvia Motors 02934,OEM,APAC-SE,Vietnam,240,98,15082,4500000,spot
C-02935,Cordis Distribution 02935,Aftermarket,APAC-NE,China,299,95,3791,1700000,LTA
C-02936,Kestrel Distribution 02936,Aftermarket,APAC-SE,Indonesia,381,95,2021,5400000,spot
C-02937,Baltia Motors 02937,OEM,APAC-SE,Indonesia,427,98,58757,17000000,consignment
C-02938,Kestrel Systems 02938,Tier-1,NA-US,United States,428,95,3409,900000,LTA
C-02939,Atlas Motors 02939,OEM,EMEA-E,Poland,129,98,34706,26400000,spot
C-02940,Bluepeak Systems 02940,Tier-1,EMEA-E,Romania,457,95,3947,2100000,consignment
C-02941,Baltia Distribution 02941,Distributor,EMEA-E,Poland,269,95,458,6000000,LTA
C-02942,Baltia Motors 02942,OEM,NA-MX,Mexico,242,98,41571,88300000,consignment
C-02943,Kestrel Distribution 02943,Distributor,NA-US,United States,143,95,2507,5400000,consignment
C-02944,Kestrel Motors 02944,OEM,SA,Brazil,56,98,56989,61000000,consignment
C-02945,Orion Systems 02945,Tier-1,SA,Brazil,185,95,570,4900000,LTA
C-02946,Baltia Motors 02946,OEM,EMEA-W,Germany,449,98,56876,60900000,spot
C-02947,Orion Motors 02947,OEM,NA-US,United States,243,98,33414,52300000,consignment
C-02948,Norvia Distribution 02948,Distributor,APAC-IN,India,466,95,2442,1500000,consignment
C-02949,Orion Systems 02949,Tier-1,APAC-SE,Thailand,298,95,786,3600000,spot
C-02950,Atlas Motors 02950,OEM,NA-MX,Mexico,248,98,25144,51100000,spot
C-02951,Delantra Distribution 02951,Distributor,APAC-IN,India,310,95,2554,3900000,consignment
C-02952,Kestrel Distribution 02952,Aftermarket,NA-MX,Mexico,373,95,2641,1800000,LTA
C-02953,Orion Motors 02953,OEM,EMEA-E,Czechia,444,98,6997,28400000,LTA
C-02954,Delantra Systems 02954,Tier-1,APAC-SE,Indonesia,204,95,3173,5600000,spot
C-02955,Orion Motors 02955,OEM,APAC-SE,Vietnam,76,98,22400,38500000,spot
C-02956,Bluepeak Distribution 02956,Aftermarket,EMEA-E,Romania,97,95,2299,3700000,LTA
C-02957,Bluepeak Systems 02957,Tier-1,NA-MX,Mexico,494,95,2413,400000,LTA
C-02958,Baltia Motors 02958,OEM,APAC-NE,Taiwan,186,98,40593,89700000,spot
C-02959,Baltia Distribution 02959,Distributor,NA-US,United States,146,95,2428,600000,LTA
C-02960,Delantra Systems 02960,Tier-1,APAC-NE,Japan,343,95,2205,2400000,LTA
C-02961,Sumida Distribution 02961,Aftermarket,SA,Brazil,342,95,2554,1700000,spot
C-02962,Cordis Motors 02962,OEM,EMEA-E,Czechia,162,98,52505,21600000,spot
C-02963,Bluepeak Distribution 02963,Distributor,EMEA-E,Romania,213,95,802,2700000,spot
C-02964,Orion Systems 02964,Tier-1,APAC-NE,South Korea,376,95,3937,3000000,LTA
C-02965,Atlas Distribution 02965,Distributor,APAC-NE,Taiwan,44,95,1462,2600000,LTA
C-02966,Cordis Motors 02966,OEM,APAC-SE,Malaysia,400,98,26980,85200000,LTA
C-02967,Bluepeak Motors 02967,OEM,APAC-IN,India,382,98,26108,31400000,LTA
C-02968,Delantra Distribution 02968,Distributor,APAC-NE,Japan,14,95,2019,5700000,spot
C-02969,Vantage Motors 02969,OEM,EMEA-E,Romania,105,98,17882,71700000,LTA
C-02970,Kestrel Systems 02970,Tier-1,EMEA-W,Italy,120,95,1222,1900000,LTA
C-02971,Bluepeak Motors 02971,OEM,NA-MX,Mexico,189,98,8550,6100000,spot
C-02972,Cordis Motors 02972,OEM,APAC-SE,Vietnam,72,98,37189,70300000,LTA
C-02973,Baltia Motors 02973,OEM,APAC-SE,Vietnam,461,98,44973,84600000,consignment
C-02974,Vantage Distribution 02974,Aftermarket,NA-MX,Mexico,455,95,1442,3300000,LTA
C-02975,Sumida Motors 02975,OEM,APAC-IN,India,225,98,52333,40800000,consignment
C-02976,Delantra Distribution 02976,Aftermarket,EMEA-E,Turkey,252,95,2820,1500000,LTA
C-02977,Sumida Distribution 02977,Aftermarket,EMEA-W,Germany,92,95,910,5900000,consignment
C-02978,Orion Distribution 02978,Distributor,APAC-SE,Vietnam,461,95,1078,2900000,spot
C-02979,Cordis Motors 02979,OEM,EMEA-W,Spain,481,98,18721,80800000,LTA
C-02980,Atlas Motors 02980,OEM,SA,Argentina,383,98,9305,23000000,consignment
C-02981,Vantage Distribution 02981,Distributor,NA-MX,Mexico,226,95,3818,4300000,LTA
C-02982,Atlas Distribution 02982,Distributor,SA,Argentina,392,95,1695,2800000,spot
C-02983,Baltia Distribution 02983,Distributor,APAC-IN,India,325,95,3127,500000,consignment
C-02984,Atlas Distribution 02984,Distributor,APAC-SE,Indonesia,85,95,3786,500000,consignment
C-02985,Cordis Motors 02985,OEM,EMEA-W,Italy,342,98,57392,49800000,spot
C-02986,Sumida Motors 02986,OEM,APAC-IN,India,465,98,17160,49200000,consignment
C-02987,Bluepeak Systems 02987,Tier-1,SA,Brazil,86,95,1422,3300000,LTA
C-02988,Norvia Distribution 02988,Aftermarket,NA-US,United States,314,95,1721,3900000,consignment
C-02989,Baltia Motors 02989,OEM,SA,Argentina,207,98,13377,20900000,LTA
C-02990,Vantage Motors 02990,OEM,NA-MX,Mexico,28,98,57417,87300000,LTA
C-02991,Bluepeak Distribution 02991,Aftermarket,NA-US,United States,360,95,2225,400000,LTA
C-02992,Orion Distribution 02992,Distributor,EMEA-E,Poland,399,95,3788,4200000,spot
C-02993,Vantage Motors 02993,OEM,APAC-NE,Taiwan,109,98,31776,33800000,consignment
C-02994,Kestrel Distribution 02994,Distributor,NA-MX,Mexico,61,95,1002,100000,LTA
C-02995,Sumida Distribution 02995,Distributor,NA-MX,Mexico,472,95,217,5700000,LTA
C-02996,Cordis Motors 02996,OEM,EMEA-W,Italy,378,98,15303,67100000,consignment
C-02997,Kestrel Motors 02997,OEM,NA-MX,Mexico,258,98,9105,78000000,LTA
C-02998,Bluepeak Distribution 02998,Aftermarket,EMEA-E,Romania,205,95,377,300000,LTA
C-02999,Baltia Motors 02999,OEM,NA-MX,Mexico,45,98,8900,82600000,spot
C-03000,Delantra Systems 03000,Tier-1,EMEA-W,Spain,302,95,2635,5500000,spot
C-03001,Vantage Systems 03001,Tier-1,NA-MX,Mexico,347,95,1854,200000,consignment
C-03002,Delantra Distribution 03002,Aftermarket,NA-US,United States,96,95,1549,400000,LTA
C-03003,Sumida Distribution 03003,Aftermarket,NA-US,United States,220,95,3605,500000,LTA
C-03004,Atlas Motors 03004,OEM,APAC-NE,China,427,98,48292,39300000,spot
C-03005,Baltia Distribution 03005,Distributor,APAC-IN,India,235,95,3748,3500000,spot
C-03006,Cordis Distribution 03006,Distributor,APAC-NE,China,130,95,353,2200000,consignment
C-03007,Atlas Systems 03007,Tier-1,NA-MX,Mexico,142,95,2011,2600000,spot
C-03008,Delantra Systems 03008,Tier-1,EMEA-E,Turkey,335,95,2333,1100000,consignment
C-03009,Vantage Distribution 03009,Distributor,NA-US,United States,308,95,3535,2600000,spot
C-03010,Baltia Motors 03010,OEM,NA-US,United States,165,98,55127,58000000,LTA
C-03011,Delantra Distribution 03011,Distributor,EMEA-W,Italy,444,95,588,2600000,LTA
C-03012,Baltia Motors 03012,OEM,EMEA-W,Spain,413,98,52931,64700000,LTA
C-03013,Norvia Distribution 03013,Distributor,SA,Brazil,20,95,917,2100000,LTA
C-03014,Bluepeak Distribution 03014,Distributor,EMEA-W,Germany,100,95,2333,2300000,spot
C-03015,Orion Distribution 03015,Distributor,NA-US,United States,40,95,524,1300000,LTA
C-03016,Atlas Distribution 03016,Distributor,SA,Argentina,299,95,323,3500000,LTA
C-03017,Vantage Motors 03017,OEM,SA,Brazil,25,98,56130,28600000,LTA
C-03018,Orion Systems 03018,Tier-1,EMEA-W,Germany,356,95,2667,3200000,LTA
C-03019,Delantra Distribution 03019,Aftermarket,NA-US,United States,410,95,2212,4000000,consignment
C-03020,Kestrel Motors 03020,OEM,SA,Brazil,177,98,37932,76200000,LTA
C-03021,Cordis Motors 03021,OEM,NA-MX,Mexico,47,98,34070,70800000,spot
C-03022,Delantra Motors 03022,OEM,APAC-NE,China,308,98,57034,42300000,consignment
C-03023,Baltia Distribution 03023,Distributor,EMEA-W,Italy,239,95,602,1900000,LTA
C-03024,Bluepeak Systems 03024,Tier-1,APAC-SE,Malaysia,19,95,2744,200000,spot
C-03025,Cordis Systems 03025,Tier-1,NA-MX,Mexico,339,95,3105,4700000,LTA
C-03026,Kestrel Distribution 03026,Distributor,NA-US,United States,55,95,1492,2300000,LTA
C-03027,Bluepeak Systems 03027,Tier-1,APAC-NE,Taiwan,18,95,801,300000,consignment
C-03028,Norvia Distribution 03028,Distributor,NA-MX,Mexico,211,95,3826,2000000,LTA
C-03029,Kestrel Systems 03029,Tier-1,APAC-SE,Malaysia,349,95,1245,4300000,LTA
C-03030,Vantage Motors 03030,OEM,APAC-NE,Taiwan,136,98,36741,75900000,consignment
C-03031,Sumida Distribution 03031,Aftermarket,APAC-IN,India,417,95,1930,4100000,consignment
C-03032,Orion Motors 03032,OEM,NA-US,United States,113,98,27968,17900000,LTA
C-03033,Delantra Motors 03033,OEM,EMEA-W,France,484,98,27241,89400000,LTA
C-03034,Orion Motors 03034,OEM,APAC-NE,Japan,180,98,56603,71900000,spot
C-03035,Sumida Distribution 03035,Aftermarket,APAC-SE,Malaysia,326,95,1218,1000000,spot
C-03036,Kestrel Motors 03036,OEM,EMEA-W,Italy,468,98,9059,5500000,LTA
C-03037,Norvia Motors 03037,OEM,EMEA-E,Romania,101,98,47109,60800000,LTA
C-03038,Atlas Distribution 03038,Distributor,EMEA-W,Italy,393,95,883,4600000,spot
C-03039,Bluepeak Distribution 03039,Aftermarket,APAC-IN,India,442,95,2358,4900000,spot
C-03040,Delantra Motors 03040,OEM,APAC-SE,Malaysia,305,98,10103,54600000,consignment
C-03041,Sumida Motors 03041,OEM,APAC-IN,India,72,98,27715,53400000,spot
C-03042,Cordis Motors 03042,OEM,EMEA-W,Italy,29,98,47440,38600000,spot
C-03043,Cordis Motors 03043,OEM,NA-US,United States,143,98,6493,28700000,spot
C-03044,Bluepeak Distribution 03044,Aftermarket,APAC-SE,Malaysia,144,95,2136,1400000,consignment
C-03045,Delantra Distribution 03045,Distributor,APAC-SE,Malaysia,99,95,2418,3400000,LTA
C-03046,Atlas Distribution 03046,Aftermarket,NA-US,United States,162,95,1116,3000000,spot
C-03047,Delantra Distribution 03047,Distributor,SA,Brazil,402,95,1143,2000000,spot
C-03048,Baltia Motors 03048,OEM,APAC-SE,Vietnam,190,98,40148,69300000,LTA
C-03049,Atlas Distribution 03049,Distributor,APAC-SE,Indonesia,111,95,3327,1900000,consignment
C-03050,Orion Motors 03050,OEM,SA,Brazil,497,98,10270,84400000,LTA
C-03051,Orion Systems 03051,Tier-1,SA,Brazil,477,95,1155,1400000,LTA
C-03052,Sumida Motors 03052,OEM,APAC-NE,China,406,98,42759,56400000,consignment
C-03053,Delantra Motors 03053,OEM,APAC-IN,India,342,98,53252,15300000,LTA
C-03054,Atlas Distribution 03054,Distributor,EMEA-W,Italy,500,95,493,2600000,LTA
C-03055,Delantra Distribution 03055,Distributor,NA-US,United States,148,95,2205,2500000,LTA
C-03056,Orion Motors 03056,OEM,APAC-NE,South Korea,491,98,27367,16400000,LTA
C-03057,Norvia Systems 03057,Tier-1,APAC-IN,India,89,95,3734,3600000,LTA
C-03058,Kestrel Distribution 03058,Distributor,EMEA-W,France,426,95,1037,1200000,consignment
C-03059,Sumida Distribution 03059,Aftermarket,APAC-IN,India,150,95,2325,3200000,LTA
C-03060,Atlas Motors 03060,OEM,APAC-SE,Malaysia,256,98,57836,43500000,spot
C-03061,Kestrel Motors 03061,OEM,APAC-NE,South Korea,61,98,48081,58100000,LTA
C-03062,Sumida Systems 03062,Tier-1,SA,Brazil,310,95,1630,700000,consignment
C-03063,Cordis Motors 03063,OEM,EMEA-E,Czechia,301,98,23835,46800000,consignment
C-03064,Cordis Motors 03064,OEM,APAC-IN,India,397,98,31471,31800000,LTA
