fg_id,description,program,fg_family,plant_id,price_usd,std_cost_usd,margin_pct,weekly_volume,lifecycle
FG-00454,Interior module assembly 00454,B-Hatch Facelift,Chassis & suspension,PL-08,375.34,346.44,7.7,963,mature
FG-00455,Body-in-white assembly 00455,C-SUV Gen4,Chassis & suspension,PL-07,3646.14,2924.2,19.8,2997,run-out
FG-00456,Body-in-white assembly 00456,BEV Crossover,Powertrain,PL-16,3764.2,3007.6,20.1,2006,mature
FG-00457,E-drive assembly 00457,E-Van Commercial,Service kit,PL-02,2174.73,1946.38,10.5,1328,run-out
FG-00458,Exterior module assembly 00458,Pickup Midsize,Electrical & electronics,PL-06,1384.27,1132.33,18.2,67,ramp-up
FG-00459,Body-in-white assembly 00459,C-SUV Gen4,Exterior module,PL-08,1527.93,1315.55,13.9,1284,ramp-up
FG-00460,Interior module assembly 00460,Pickup Midsize,E-drive,PL-06,3428.84,3003.66,12.4,2462,mature
FG-00461,Body-in-white assembly 00461,C-SUV Gen5,Powertrain,PL-19,1529.79,1141.22,25.4,2275,run-out
FG-00462,Thermal system assembly 00462,B-Hatch Facelift,Service kit,PL-14,4092.04,3154.96,22.9,985,run-out
FG-00463,Body-in-white assembly 00463,C-SUV Gen4,Chassis & suspension,PL-19,1716.31,1554.98,9.4,2012,ramp-up
FG-00464,E-drive assembly 00464,C-SUV Gen5,Body-in-white,PL-10,525.99,417.64,20.6,3344,mature
FG-00465,E-drive assembly 00465,D-Sedan,Exterior module,PL-11,3672.54,3073.92,16.3,1477,ramp-up
FG-00466,Exterior module assembly 00466,D-Sedan,Interior module,PL-16,3488.01,2720.65,22,308,ramp-up
FG-00467,Interior module assembly 00467,C-SUV Gen5,Exterior module,PL-20,904.84,781.78,13.6,2317,mature
FG-00468,Electrical & electronics assembly 00468,BEV Compact,Thermal system,PL-13,2282.79,2109.3,7.6,920,ramp-up
FG-00469,Interior module assembly 00469,E-Van Commercial,Chassis & suspension,PL-06,1953.04,1472.59,24.6,471,run-out
FG-00470,Chassis & suspension assembly 00470,BEV Crossover,Service kit,PL-15,339.57,280.48,17.4,3429,mature
FG-00471,Service kit assembly 00471,E-Van Commercial,Service kit,PL-20,3642.62,2731.97,25,2469,run-out
FG-00472,Exterior module assembly 00472,C-SUV Gen5,Interior module,PL-05,929.39,693.32,25.4,256,mature
FG-00473,Powertrain assembly 00473,BEV Crossover,Thermal system,PL-03,1731.92,1449.62,16.3,147,run-out
FG-00474,E-drive assembly 00474,BEV Compact,Thermal system,PL-12,1192.17,1039.57,12.8,1857,ramp-up
FG-00475,Powertrain assembly 00475,BEV Compact,Electrical & electronics,PL-17,1559.29,1398.68,10.3,2084,mature
FG-00476,Exterior module assembly 00476,E-Van Commercial,Body-in-white,PL-10,2784.01,2274.54,18.3,99,mature
FG-00477,E-drive assembly 00477,E-Van Commercial,Body-in-white,PL-08,3760.33,3226.36,14.2,743,ramp-up
FG-00478,Chassis & suspension assembly 00478,Aftermarket Service,Powertrain,PL-09,1749.3,1511.4,13.6,3468,mature
FG-00479,Service kit assembly 00479,BEV Crossover,Body-in-white,PL-17,2450.04,2072.73,15.4,131,mature
FG-00480,Chassis & suspension assembly 00480,C-SUV Gen4,Powertrain,PL-15,3322.93,2661.67,19.9,438,mature
FG-00481,Interior module assembly 00481,BEV Compact,Thermal system,PL-19,4180,3757.82,10.1,1848,ramp-up
FG-00482,Chassis & suspension assembly 00482,BEV Crossover,Chassis & suspension,PL-05,3492.49,3321.36,4.9,2251,mature
FG-00483,Electrical & electronics assembly 00483,Aftermarket Service,Thermal system,PL-17,1190.6,1064.4,10.6,2491,run-out
FG-00484,Chassis & suspension assembly 00484,BEV Compact,E-drive,PL-03,3800.45,2975.75,21.7,2500,mature
FG-00485,Powertrain assembly 00485,Aftermarket Service,Interior module,PL-20,2833.18,2606.53,8,2400,ramp-up
FG-00486,Chassis & suspension assembly 00486,Pickup Midsize,Interior module,PL-19,1216.33,1003.47,17.5,1002,mature
FG-00487,Chassis & suspension assembly 00487,B-Hatch Facelift,Interior module,PL-01,512.26,394.44,23,3053,mature
FG-00488,Exterior module assembly 00488,C-SUV Gen5,Thermal system,PL-19,2938.92,2445.18,16.8,1193,mature
FG-00489,Interior module assembly 00489,BEV Compact,Chassis & suspension,PL-07,3262.69,2447.02,25,689,ramp-up
FG-00490,Chassis & suspension assembly 00490,Aftermarket Service,Chassis & suspension,PL-09,3803.45,3118.83,18,3754,mature
FG-00491,Service kit assembly 00491,Pickup Midsize,E-drive,PL-03,2691.85,2568.02,4.6,2614,mature
FG-00492,E-drive assembly 00492,Aftermarket Service,Thermal system,PL-04,1083.76,842.08,22.3,225,run-out
FG-00493,Electrical & electronics assembly 00493,Pickup Midsize,Body-in-white,PL-02,246.87,185.65,24.8,1915,ramp-up
FG-00494,Service kit assembly 00494,E-Van Commercial,Thermal system,PL-12,984.53,801.41,18.6,658,mature
FG-00495,Electrical & electronics assembly 00495,C-SUV Gen4,Body-in-white,PL-06,1241.75,1144.89,7.8,1327,run-out
FG-00496,Electrical & electronics assembly 00496,E-Van Commercial,Service kit,PL-01,203.41,177.78,12.6,766,mature
FG-00497,Powertrain assembly 00497,B-Hatch Facelift,Chassis & suspension,PL-19,574.62,541.29,5.8,3069,mature
FG-00498,Electrical & electronics assembly 00498,C-SUV Gen5,Powertrain,PL-04,733.29,650.43,11.3,2011,ramp-up
FG-00499,Chassis & suspension assembly 00499,Hybrid D-Sedan,E-drive,PL-03,1684.88,1516.39,10,2471,mature
FG-00500,Thermal system assembly 00500,C-SUV Gen4,Exterior module,PL-10,3889.38,3574.34,8.1,1444,mature
FG-00501,Powertrain assembly 00501,BEV Compact,Interior module,PL-18,2270.4,1743.67,23.2,490,mature
FG-00502,Powertrain assembly 00502,Pickup Midsize,Chassis & suspension,PL-02,181.5,160.26,11.7,446,run-out
FG-00503,Exterior module assembly 00503,D-Sedan,Thermal system,PL-15,779.71,599.6,23.1,1116,ramp-up
FG-00504,Chassis & suspension assembly 00504,Hybrid D-Sedan,Exterior module,PL-11,736.21,670.69,8.9,2130,run-out
FG-00505,Electrical & electronics assembly 00505,BEV Crossover,Exterior module,PL-12,2904.2,2532.46,12.8,1209,mature
FG-00506,Chassis & suspension assembly 00506,Pickup Midsize,Electrical & electronics,PL-17,2238.99,1894.19,15.4,1178,ramp-up
FG-00507,Service kit assembly 00507,B-Hatch Facelift,Thermal system,PL-12,3140.26,2954.98,5.9,3025,mature
FG-00508,Powertrain assembly 00508,BEV Compact,Interior module,PL-02,1736.48,1444.75,16.8,151,mature
FG-00509,Exterior module assembly 00509,BEV Crossover,Interior module,PL-18,3746.55,3323.19,11.3,268,mature
FG-00510,Powertrain assembly 00510,BEV Compact,Exterior module,PL-05,3128.62,2521.67,19.4,3102,mature
FG-00511,Body-in-white assembly 00511,D-Sedan,E-drive,PL-13,461.1,379.02,17.8,1966,mature
FG-00512,E-drive assembly 00512,BEV Compact,Interior module,PL-02,2885.85,2504.92,13.2,1639,mature
FG-00513,Exterior module assembly 00513,Pickup Midsize,E-drive,PL-08,1458.55,1111.42,23.8,3398,ramp-up
FG-00514,Body-in-white assembly 00514,E-Van Commercial,Electrical & electronics,PL-18,696.3,538.24,22.7,2572,mature
FG-00515,E-drive assembly 00515,D-Sedan,Interior module,PL-06,602.33,475.84,21,2403,mature
FG-00516,Body-in-white assembly 00516,D-Sedan,Chassis & suspension,PL-07,1802.99,1345.03,25.4,2625,mature
FG-00517,Interior module assembly 00517,Aftermarket Service,Thermal system,PL-17,556.84,420.97,24.4,560,mature
FG-00518,Electrical & electronics assembly 00518,B-Hatch Facelift,Body-in-white,PL-06,2720.99,2024.42,25.6,964,mature
FG-00519,Service kit assembly 00519,Hybrid D-Sedan,Thermal system,PL-10,2659.62,2329.83,12.4,587,mature
FG-00520,Chassis & suspension assembly 00520,D-Sedan,E-drive,PL-13,1884.64,1577.44,16.3,377,run-out
FG-00521,Powertrain assembly 00521,E-Van Commercial,Thermal system,PL-14,948.59,740.85,21.9,3747,mature
FG-00522,E-drive assembly 00522,Aftermarket Service,Interior module,PL-20,1984.7,1812.03,8.7,895,mature
FG-00523,Interior module assembly 00523,E-Van Commercial,Thermal system,PL-11,1119.17,857.28,23.4,3462,ramp-up
FG-00524,Thermal system assembly 00524,E-Van Commercial,Chassis & suspension,PL-15,3995.58,3332.31,16.6,969,run-out
FG-00525,Interior module assembly 00525,E-Van Commercial,Powertrain,PL-14,2086.53,1758.94,15.7,1620,run-out
FG-00526,E-drive assembly 00526,Pickup Midsize,Exterior module,PL-11,1202.48,964.39,19.8,2440,run-out
FG-00527,Body-in-white assembly 00527,D-Sedan,Interior module,PL-03,2477.73,2215.09,10.6,2197,mature
FG-00528,Service kit assembly 00528,Pickup Midsize,Exterior module,PL-08,2313.63,1978.15,14.5,371,run-out
FG-00529,Interior module assembly 00529,Aftermarket Service,Electrical & electronics,PL-02,2968.94,2434.53,18,1092,run-out
FG-00530,Electrical & electronics assembly 00530,B-Hatch Facelift,Electrical & electronics,PL-06,557.43,442.04,20.7,3136,mature
FG-00531,E-drive assembly 00531,Aftermarket Service,Body-in-white,PL-13,312.61,285.1,8.8,2437,ramp-up
FG-00532,Service kit assembly 00532,E-Van Commercial,E-drive,PL-04,949.67,737.89,22.3,3355,run-out
FG-00533,Chassis & suspension assembly 00533,BEV Compact,Thermal system,PL-13,2139.65,1934.24,9.6,867,ramp-up
FG-00534,Powertrain assembly 00534,Hybrid D-Sedan,Body-in-white,PL-13,1855.7,1506.83,18.8,1759,run-out
FG-00535,E-drive assembly 00535,D-Sedan,Body-in-white,PL-13,211.64,165.5,21.8,1614,mature
FG-00536,Service kit assembly 00536,C-SUV Gen4,Body-in-white,PL-16,1482.62,1338.81,9.7,811,run-out
FG-00537,Interior module assembly 00537,E-Van Commercial,Chassis & suspension,PL-10,1843.01,1726.9,6.3,2778,mature
FG-00538,Service kit assembly 00538,C-SUV Gen4,Powertrain,PL-20,216.48,166.04,23.3,2106,run-out
FG-00539,Thermal system assembly 00539,BEV Crossover,E-drive,PL-07,3153.22,2453.21,22.2,293,run-out
FG-00540,Body-in-white assembly 00540,Aftermarket Service,Chassis & suspension,PL-15,2959.45,2539.21,14.2,3774,mature
FG-00541,E-drive assembly 00541,BEV Crossover,Chassis & suspension,PL-05,3868.96,3319.57,14.2,447,run-out
FG-00542,Interior module assembly 00542,B-Hatch Facelift,Interior module,PL-11,692.01,531.46,23.2,1656,run-out
FG-00543,Powertrain assembly 00543,C-SUV Gen5,Powertrain,PL-05,1351.3,1120.23,17.1,2167,mature
FG-00544,Interior module assembly 00544,B-Hatch Facelift,Powertrain,PL-11,1895.16,1724.6,9,1834,mature
FG-00545,Chassis & suspension assembly 00545,Aftermarket Service,Interior module,PL-20,1242.94,1137.29,8.5,1971,ramp-up
FG-00546,Service kit assembly 00546,E-Van Commercial,Exterior module,PL-12,1647.58,1500.95,8.9,2905,mature
FG-00547,Thermal system assembly 00547,E-Van Commercial,Service kit,PL-10,3185.35,3048.38,4.3,2719,mature
FG-00548,Body-in-white assembly 00548,Pickup Midsize,Electrical & electronics,PL-14,582.82,505.3,13.3,945,ramp-up
FG-00549,Thermal system assembly 00549,Hybrid D-Sedan,Chassis & suspension,PL-04,3155.97,2493.22,21,3451,ramp-up
FG-00550,Thermal system assembly 00550,C-SUV Gen4,Powertrain,PL-06,3071.52,2552.43,16.9,2032,mature
FG-00551,Body-in-white assembly 00551,D-Sedan,E-drive,PL-11,4115.41,3432.25,16.6,564,mature
FG-00552,E-drive assembly 00552,C-SUV Gen4,Service kit,PL-13,2938.55,2189.22,25.5,741,run-out
FG-00553,Exterior module assembly 00553,C-SUV Gen4,Powertrain,PL-18,1724.62,1586.65,8,341,mature
FG-00554,Chassis & suspension assembly 00554,Hybrid D-Sedan,Exterior module,PL-17,2420.22,1957.96,19.1,234,run-out
FG-00555,Chassis & suspension assembly 00555,BEV Crossover,Electrical & electronics,PL-07,3302.07,2928.94,11.3,1227,mature
FG-00556,E-drive assembly 00556,B-Hatch Facelift,Powertrain,PL-14,2036.48,1543.65,24.2,2095,mature
FG-00557,Body-in-white assembly 00557,Pickup Midsize,Service kit,PL-10,1075.97,1023.25,4.9,2570,mature
FG-00558,Electrical & electronics assembly 00558,B-Hatch Facelift,Exterior module,PL-07,2928.1,2597.22,11.3,3732,ramp-up
FG-00559,Thermal system assembly 00559,Hybrid D-Sedan,E-drive,PL-06,3606.44,2722.86,24.5,2023,run-out
FG-00560,Powertrain assembly 00560,C-SUV Gen5,E-drive,PL-05,883.83,783.07,11.4,3341,mature
FG-00561,Service kit assembly 00561,E-Van Commercial,E-drive,PL-17,727.69,614.17,15.6,509,mature
FG-00562,Chassis & suspension assembly 00562,BEV Crossover,Exterior module,PL-17,1142.64,994.1,13,1083,mature
FG-00563,E-drive assembly 00563,Hybrid D-Sedan,Electrical & electronics,PL-05,3280.21,2729.13,16.8,3397,mature
FG-00564,Body-in-white assembly 00564,BEV Crossover,Electrical & electronics,PL-10,4110.84,3576.43,13,271,run-out
FG-00565,Service kit assembly 00565,C-SUV Gen5,Interior module,PL-07,3897.97,3406.83,12.6,2786,mature
FG-00566,Electrical & electronics assembly 00566,C-SUV Gen4,Electrical & electronics,PL-06,3544.35,2714.97,23.4,986,run-out
FG-00567,Exterior module assembly 00567,E-Van Commercial,Powertrain,PL-11,120.59,113.48,5.9,1364,mature
FG-00568,Interior module assembly 00568,BEV Crossover,Thermal system,PL-15,1350.81,1181.96,12.5,1262,mature
FG-00569,Powertrain assembly 00569,Pickup Midsize,Exterior module,PL-15,885.55,660.62,25.4,2255,ramp-up
FG-00570,Exterior module assembly 00570,Pickup Midsize,Service kit,PL-15,1616.82,1270.82,21.4,2043,run-out
FG-00571,Body-in-white assembly 00571,E-Van Commercial,Service kit,PL-19,3935.36,3069.58,22,2632,ramp-up
FG-00572,E-drive assembly 00572,BEV Compact,Interior module,PL-04,480.08,397.51,17.2,807,mature
FG-00573,Chassis & suspension assembly 00573,B-Hatch Facelift,Interior module,PL-05,2309.73,2124.95,8,2463,mature
FG-00574,Exterior module assembly 00574,Hybrid D-Sedan,Interior module,PL-02,931.65,841.28,9.7,310,mature
FG-00575,Interior module assembly 00575,Aftermarket Service,Interior module,PL-12,3302.82,2645.56,19.9,1914,mature
FG-00576,Service kit assembly 00576,Hybrid D-Sedan,Thermal system,PL-20,2688.05,2306.35,14.2,2203,ramp-up
FG-00577,Exterior module assembly 00577,BEV Crossover,Electrical & electronics,PL-12,1715.35,1454.62,15.2,2527,mature
FG-00578,Powertrain assembly 00578,BEV Compact,E-drive,PL-03,373.5,319.34,14.5,651,ramp-up
FG-00579,E-drive assembly 00579,Pickup Midsize,Service kit,PL-05,2966.84,2628.62,11.4,839,run-out
FG-00580,Electrical & electronics assembly 00580,Aftermarket Service,E-drive,PL-03,2477.13,2130.33,14,2424,run-out
FG-00581,Electrical & electronics assembly 00581,C-SUV Gen5,E-drive,PL-19,502.78,479.65,4.6,911,mature
FG-00582,Body-in-white assembly 00582,B-Hatch Facelift,E-drive,PL-16,450.1,359.63,20.1,1605,ramp-up
FG-00583,Body-in-white assembly 00583,Pickup Midsize,Interior module,PL-20,3061.82,2424.96,20.8,383,run-out
FG-00584,Thermal system assembly 00584,C-SUV Gen4,Chassis & suspension,PL-16,127.82,118.62,7.2,3465,mature
FG-00585,Exterior module assembly 00585,B-Hatch Facelift,Body-in-white,PL-17,3772.96,3308.89,12.3,2996,ramp-up
FG-00586,Electrical & electronics assembly 00586,C-SUV Gen4,Electrical & electronics,PL-15,3292.18,2893.83,12.1,2953,mature
FG-00587,Chassis & suspension assembly 00587,C-SUV Gen5,Exterior module,PL-09,3267.73,2640.33,19.2,873,mature
FG-00588,Chassis & suspension assembly 00588,C-SUV Gen4,Body-in-white,PL-18,1698.66,1564.47,7.9,1003,mature
FG-00589,Thermal system assembly 00589,BEV Crossover,Powertrain,PL-07,3707.38,2914,21.4,2166,run-out
FG-00590,Chassis & suspension assembly 00590,E-Van Commercial,Exterior module,PL-16,188.56,147.08,22,1935,ramp-up
FG-00591,E-drive assembly 00591,Aftermarket Service,Powertrain,PL-11,2810.07,2461.62,12.4,1987,mature
FG-00592,Interior module assembly 00592,B-Hatch Facelift,Electrical & electronics,PL-08,2406.2,2165.58,10,3295,ramp-up
FG-00593,Body-in-white assembly 00593,D-Sedan,Thermal system,PL-01,343.05,324.18,5.5,2500,mature
FG-00594,Exterior module assembly 00594,Aftermarket Service,Powertrain,PL-13,671.08,555.65,17.2,814,run-out
FG-00595,Service kit assembly 00595,Pickup Midsize,Exterior module,PL-17,459.88,372.5,19,2753,mature
FG-00596,Interior module assembly 00596,B-Hatch Facelift,Interior module,PL-05,3245.08,2953.02,9,935,ramp-up
FG-00597,Body-in-white assembly 00597,C-SUV Gen5,Chassis & suspension,PL-16,1572.55,1305.22,17,3646,mature
FG-00598,Thermal system assembly 00598,BEV Compact,Powertrain,PL-17,3429.65,3072.97,10.4,3091,mature
FG-00599,Body-in-white assembly 00599,D-Sedan,Electrical & electronics,PL-05,2843.75,2721.47,4.3,1548,mature
FG-00600,Powertrain assembly 00600,E-Van Commercial,Powertrain,PL-06,2677.97,2027.22,24.3,883,mature
FG-00601,E-drive assembly 00601,Hybrid D-Sedan,Thermal system,PL-01,2369,2106.04,11.1,821,mature
FG-00602,E-drive assembly 00602,C-SUV Gen5,Interior module,PL-20,467.2,389.64,16.6,2168,run-out
FG-00603,Exterior module assembly 00603,BEV Crossover,Powertrain,PL-04,3668.85,3224.92,12.1,3661,mature
FG-00604,Service kit assembly 00604,C-SUV Gen4,Powertrain,PL-07,790.59,704.42,10.9,3775,mature
FG-00605,Chassis & suspension assembly 00605,D-Sedan,Interior module,PL-14,1406.07,1105.17,21.4,3716,mature
FG-00606,Interior module assembly 00606,C-SUV Gen4,Powertrain,PL-14,2029.73,1871.41,7.8,247,mature
FG-00607,Electrical & electronics assembly 00607,BEV Compact,Interior module,PL-09,342.84,304.44,11.2,2390,mature
FG-00608,Body-in-white assembly 00608,Aftermarket Service,Service kit,PL-03,3446.69,2981.39,13.5,147,mature
FG-00609,Exterior module assembly 00609,Hybrid D-Sedan,Service kit,PL-20,1057.96,987.08,6.7,2467,ramp-up
FG-00610,Thermal system assembly 00610,BEV Crossover,Electrical & electronics,PL-08,3366.27,2544.9,24.4,772,mature
FG-00611,Electrical & electronics assembly 00611,BEV Crossover,Service kit,PL-07,2283.98,2169.78,5,1725,mature
FG-00612,Service kit assembly 00612,BEV Compact,Thermal system,PL-09,1513.1,1322.45,12.6,680,ramp-up
FG-00613,Thermal system assembly 00613,Pickup Midsize,Exterior module,PL-16,3244.44,3111.42,4.1,1685,mature
FG-00614,Interior module assembly 00614,BEV Compact,Service kit,PL-11,1348.91,1076.43,20.2,866,ramp-up
FG-00615,Service kit assembly 00615,C-SUV Gen4,Electrical & electronics,PL-14,1836.04,1659.78,9.6,1226,run-out
FG-00616,Body-in-white assembly 00616,B-Hatch Facelift,Chassis & suspension,PL-18,4099.66,3591.3,12.4,2170,run-out
FG-00617,E-drive assembly 00617,Pickup Midsize,Powertrain,PL-05,1120.81,901.13,19.6,1549,mature
FG-00618,Exterior module assembly 00618,Hybrid D-Sedan,E-drive,PL-11,2782.78,2323.62,16.5,2671,mature
FG-00619,E-drive assembly 00619,Aftermarket Service,Chassis & suspension,PL-11,3353.35,3024.72,9.8,3581,ramp-up
FG-00620,Thermal system assembly 00620,Hybrid D-Sedan,Electrical & electronics,PL-03,1164.29,946.57,18.7,2655,mature
FG-00621,Electrical & electronics assembly 00621,Hybrid D-Sedan,E-drive,PL-02,4007.94,3763.46,6.1,1589,ramp-up
FG-00622,Service kit assembly 00622,B-Hatch Facelift,Thermal system,PL-16,3631.05,3093.65,14.8,2011,run-out
FG-00623,Interior module assembly 00623,Pickup Midsize,Electrical & electronics,PL-14,2425.79,1812.07,25.3,3271,mature
FG-00624,Chassis & suspension assembly 00624,C-SUV Gen4,Exterior module,PL-15,907.93,750.86,17.3,1415,ramp-up
FG-00625,Chassis & suspension assembly 00625,BEV Compact,Body-in-white,PL-08,4152.21,3458.79,16.7,685,ramp-up
FG-00626,Interior module assembly 00626,C-SUV Gen5,E-drive,PL-10,1479.96,1213.57,18,3511,ramp-up
FG-00627,Powertrain assembly 00627,C-SUV Gen5,Powertrain,PL-04,2498.79,1941.56,22.3,1685,mature
FG-00628,Service kit assembly 00628,C-SUV Gen5,Electrical & electronics,PL-06,689.58,570.28,17.3,2749,mature
FG-00629,Body-in-white assembly 00629,BEV Compact,Powertrain,PL-16,1655.59,1526.45,7.8,848,mature
FG-00630,Chassis & suspension assembly 00630,C-SUV Gen5,Body-in-white,PL-01,3848.77,3510.08,8.8,1693,mature
FG-00631,Body-in-white assembly 00631,Aftermarket Service,E-drive,PL-12,2408.32,1835.14,23.8,3346,mature
FG-00632,E-drive assembly 00632,D-Sedan,Electrical & electronics,PL-04,3646.29,3354.59,8,856,mature
FG-00633,Exterior module assembly 00633,Pickup Midsize,Powertrain,PL-06,320.55,275.03,14.2,3438,mature
FG-00634,E-drive assembly 00634,Hybrid D-Sedan,Body-in-white,PL-11,3259.81,2751.28,15.6,3665,ramp-up
FG-00635,E-drive assembly 00635,Aftermarket Service,Chassis & suspension,PL-18,535.89,420.67,21.5,781,mature
FG-00636,Body-in-white assembly 00636,D-Sedan,Electrical & electronics,PL-19,2073.15,1575.59,24,2517,ramp-up
FG-00637,Powertrain assembly 00637,BEV Compact,Service kit,PL-08,3495.15,2886.99,17.4,1606,mature
FG-00638,E-drive assembly 00638,Hybrid D-Sedan,Body-in-white,PL-04,2168.43,1637.16,24.5,2648,mature
FG-00639,Interior module assembly 00639,Hybrid D-Sedan,Thermal system,PL-13,3118.56,2497.97,19.9,996,mature
FG-00640,Electrical & electronics assembly 00640,BEV Crossover,E-drive,PL-18,2353.3,2026.19,13.9,629,mature
FG-00641,Interior module assembly 00641,C-SUV Gen4,Exterior module,PL-01,1607.97,1418.23,11.8,2974,mature
FG-00642,Powertrain assembly 00642,E-Van Commercial,Interior module,PL-02,498.06,381.02,23.5,670,ramp-up
FG-00643,Interior module assembly 00643,E-Van Commercial,Chassis & suspension,PL-13,3473.96,2984.13,14.1,2779,run-out
FG-00644,Body-in-white assembly 00644,B-Hatch Facelift,Service kit,PL-08,4182.92,3517.84,15.9,676,mature
FG-00645,Exterior module assembly 00645,Hybrid D-Sedan,Electrical & electronics,PL-13,1253.14,1198,4.4,3173,mature
FG-00646,Thermal system assembly 00646,Pickup Midsize,Thermal system,PL-08,3950.14,3002.11,24,995,mature
FG-00647,Thermal system assembly 00647,Pickup Midsize,Service kit,PL-07,2775.24,2442.21,12,493,run-out
FG-00648,E-drive assembly 00648,B-Hatch Facelift,Chassis & suspension,PL-16,571.25,423.87,25.8,1817,run-out
FG-00649,Thermal system assembly 00649,E-Van Commercial,Body-in-white,PL-01,260.36,221.83,14.8,964,mature
FG-00650,Body-in-white assembly 00650,BEV Crossover,Body-in-white,PL-01,3229.2,2667.32,17.4,570,mature
FG-00651,Service kit assembly 00651,Hybrid D-Sedan,Electrical & electronics,PL-12,1741.11,1528.69,12.2,2971,mature
FG-00652,Body-in-white assembly 00652,C-SUV Gen4,Service kit,PL-06,2770.57,2233.08,19.4,672,ramp-up
FG-00653,Electrical & electronics assembly 00653,C-SUV Gen4,Electrical & electronics,PL-10,159.84,144.34,9.7,2022,mature
FG-00654,Chassis & suspension assembly 00654,E-Van Commercial,E-drive,PL-01,3127.77,2546,18.6,1361,mature
FG-00655,E-drive assembly 00655,B-Hatch Facelift,Interior module,PL-12,635.81,610.38,4,3274,mature
FG-00656,Body-in-white assembly 00656,C-SUV Gen5,E-drive,PL-02,2881.2,2359.7,18.1,2664,ramp-up
FG-00657,Electrical & electronics assembly 00657,Pickup Midsize,Interior module,PL-16,2027.36,1784.08,12,28,run-out
FG-00658,Interior module assembly 00658,C-SUV Gen4,Interior module,PL-06,1751.46,1359.13,22.4,2794,ramp-up
FG-00659,Service kit assembly 00659,D-Sedan,Powertrain,PL-02,3424.14,3030.36,11.5,1375,mature
FG-00660,Electrical & electronics assembly 00660,C-SUV Gen5,Interior module,PL-08,2936.52,2266.99,22.8,3114,run-out
FG-00661,Body-in-white assembly 00661,Aftermarket Service,Exterior module,PL-04,2329.26,2007.82,13.8,3136,mature
FG-00662,Body-in-white assembly 00662,BEV Compact,Thermal system,PL-15,2983.92,2228.99,25.3,1755,run-out
FG-00663,Chassis & suspension assembly 00663,Aftermarket Service,Interior module,PL-07,1151.46,1090.43,5.3,378,mature
FG-00664,Electrical & electronics assembly 00664,C-SUV Gen5,Body-in-white,PL-05,2437.95,2086.89,14.4,2363,mature
FG-00665,Powertrain assembly 00665,C-SUV Gen4,Body-in-white,PL-06,1232.38,989.6,19.7,3727,ramp-up
FG-00666,Electrical & electronics assembly 00666,D-Sedan,Electrical & electronics,PL-03,4021.84,3000.29,25.4,152,mature
FG-00667,Exterior module assembly 00667,C-SUV Gen5,Thermal system,PL-18,1028.66,894.93,13,2736,mature
FG-00668,Electrical & electronics assembly 00668,C-SUV Gen5,Interior module,PL-16,2509.95,2020.51,19.5,1994,mature
FG-00669,Exterior module assembly 00669,Pickup Midsize,Thermal system,PL-04,2604.16,1955.72,24.9,1096,run-out
FG-00670,Body-in-white assembly 00670,Pickup Midsize,Service kit,PL-08,3684.95,2852.15,22.6,1133,mature
FG-00671,E-drive assembly 00671,D-Sedan,Powertrain,PL-19,1502.17,1369.98,8.8,2693,mature
FG-00672,Powertrain assembly 00672,BEV Crossover,E-drive,PL-20,1745.04,1355.9,22.3,1050,run-out
FG-00673,Exterior module assembly 00673,D-Sedan,Service kit,PL-11,1547.56,1307.69,15.5,1447,run-out
FG-00674,Body-in-white assembly 00674,Hybrid D-Sedan,Electrical & electronics,PL-03,2416.06,1969.09,18.5,1524,mature
FG-00675,Powertrain assembly 00675,C-SUV Gen4,Interior module,PL-18,563.98,430.88,23.6,1401,mature
FG-00676,Thermal system assembly 00676,C-SUV Gen4,Powertrain,PL-17,358.78,327.57,8.7,3594,run-out
FG-00677,Chassis & suspension assembly 00677,BEV Crossover,Chassis & suspension,PL-06,1021.07,895.48,12.3,2775,ramp-up
FG-00678,Chassis & suspension assembly 00678,Aftermarket Service,Interior module,PL-03,2280.99,1906.91,16.4,3175,mature
FG-00679,Thermal system assembly 00679,C-SUV Gen4,Interior module,PL-18,4061.63,3537.68,12.9,3148,ramp-up
FG-00680,Interior module assembly 00680,C-SUV Gen5,Powertrain,PL-05,189.77,170.03,10.4,3588,mature
FG-00681,Interior module assembly 00681,C-SUV Gen5,E-drive,PL-18,3528.78,3359.4,4.8,2422,mature
FG-00682,Exterior module assembly 00682,BEV Compact,Exterior module,PL-01,2813.63,2211.51,21.4,1613,run-out
FG-00683,Exterior module assembly 00683,D-Sedan,Exterior module,PL-06,768.19,682.92,11.1,224,mature
FG-00684,Interior module assembly 00684,Pickup Midsize,Body-in-white,PL-02,544.68,452.63,16.9,3796,mature
FG-00685,Body-in-white assembly 00685,D-Sedan,E-drive,PL-08,2810.26,2326.9,17.2,865,mature
FG-00686,Thermal system assembly 00686,Pickup Midsize,Interior module,PL-08,1015.89,831,18.2,1166,mature
FG-00687,Service kit assembly 00687,Aftermarket Service,Thermal system,PL-20,3932.3,3090.79,21.4,3179,run-out
FG-00688,Electrical & electronics assembly 00688,E-Van Commercial,Interior module,PL-04,2353.2,1901.39,19.2,661,mature
FG-00689,Exterior module assembly 00689,C-SUV Gen4,Interior module,PL-01,460.69,367.17,20.3,1708,mature
FG-00690,Exterior module assembly 00690,B-Hatch Facelift,Service kit,PL-16,3822.76,3237.88,15.3,3625,run-out
